18:41:01 0.98 329.10 211.59 -0.34 1650   3.52   470.8 148195.-13.52 -0.61   2.29  -6.75   0.30 0.39 0.17 0.59  0.09 505.3 353861.  3.85 476.4 219138.
18:41:42 0.98 329.10 211.59 -0.34 1650   4.05   473.5 178314.-13.05 -0.65   2.55  -6.60   0.39 0.21 0.16 0.56  0.08 517.7 376483.  4.23 474.2 202356.
18:42:22 0.98 329.10 211.58 -0.34 1650   4.07   476.8 144738.-13.47  0.67   1.02  -6.21  -2.78 0.36 0.22 0.36 -1.00  -1.0     -1.  3.97 485.9 158346.
18:43:03 0.98 329.10 211.58 -0.34 1650   3.86   477.3 167585.-12.67  0.03   0.87  -6.42  -2.40 0.32 0.35 0.59 -1.00  -1.0     -1.  4.08 480.4 148844.
18:43:43 0.98 329.10 211.57 -0.34 1650   3.90   480.0 178727.-13.97  0.26   1.43  -6.62  -1.95 0.44 0.25 0.33  0.10 504.0 272260.  3.94 472.3 166464.
18:44:24 0.98 329.10 211.56 -0.34 1650   4.00   478.8 175339.-12.04  0.75   1.68  -6.45  -2.18 0.28 0.26 0.38 -1.00  -1.0     -1.  4.28 477.7 201112.
18:45:04 0.98 329.10 211.56 -0.34 1650   3.69   478.8 188073.-13.46  0.37   2.12  -6.44  -2.14 0.40 0.21 0.19  0.08 513.9 344259.  3.94 477.7 201297.
18:45:45 0.98 329.10 211.55 -0.34 1650   3.88   479.5 184421.-12.82  0.03   2.77  -6.11  -2.11 0.35 0.28 0.49  0.12 493.6 326964.  3.91 482.5 144806.
18:46:25 0.98 329.10 211.54 -0.34 1650   3.59   475.0 191961.-14.11  0.82   2.32  -6.66  -0.98 0.32 0.30 0.65  0.11 513.0 394649.  4.11 492.5 260156.
18:47:06 0.98 329.10 211.54 -0.34 1650   3.85   476.8 175621.-12.81  0.25   1.91  -6.89  -0.12 0.36 0.21 0.73  0.15 490.7 503433.  3.83 486.5 197714.
18:47:46 0.98 329.10 211.53 -0.34 1650   3.87   482.4 188888.-13.93 -0.10   2.14  -6.74  -0.12 0.30 0.19 0.48  0.11 500.9 420454.  3.88 484.0 170421.
18:48:27 0.98 329.10 211.52 -0.34 1650   3.95   471.6 173068.-12.06 -1.20   2.28  -6.43  -0.32 0.51 0.23 1.58 -1.00  -1.0     -1.  3.89 477.4 155718.
18:49:07 0.98 329.10 211.52 -0.34 1650   3.52   482.3 173094.-13.45 -0.33   2.46  -6.07   1.26 0.46 0.25 1.78  0.12 503.5 483033.  3.88 484.6 241344.
18:49:48 0.98 329.10 211.51 -0.34 1650   4.23   474.4 168692.-12.47  0.42   1.42  -5.65  -3.18 0.38 0.80 1.45  0.12 501.3 292114.  4.67 477.8 148903.
18:50:28 0.98 329.10 211.51 -0.34 1650   4.19   477.6 134860.-13.26  1.09   0.97  -5.73  -3.47 0.38 0.28 0.47  0.09 507.5 367544.  3.96 483.3 135971.
18:51:09 0.98 329.10 211.50 -0.34 1650   4.06   482.6 145853.-12.49  0.45   1.51  -6.03  -2.79 0.32 0.27 0.51  0.15 490.3 362502.  3.98 481.7 127580.
18:51:49 0.98 329.10 211.49 -0.34 1650   4.28   479.1 171294.-13.10  2.02   1.54  -6.01  -2.95 0.19 0.25 0.35  0.11 499.4 309253.  3.77 481.0 107566.
18:52:30 0.98 329.10 211.49 -0.34 1650   3.81   483.0 151722.-12.32  1.27   1.64  -6.31  -2.20 0.27 0.22 0.35  0.10 500.5 282889.  4.26 486.3 135951.
18:53:10 0.98 329.10 211.48 -0.34 1650   4.18   477.0 178123.-12.83  0.07   1.90  -6.57  -1.27 0.27 0.23 0.62  0.09 538.4 392427.  4.24 482.0 185227.
18:53:51 0.98 329.10 211.47 -0.34 1650   3.71   481.7 146723.-12.17  0.91   1.72  -6.61  -1.66 0.17 0.10 0.35  0.12 493.5 351340.  3.83 484.1 147061.
18:54:31 0.98 329.10 211.47 -0.34 1650   3.65   480.9 171411.-12.79  1.18   1.74  -6.60  -1.35 0.19 0.15 0.33  0.08 536.9 390894.  3.90 486.0 156706.
18:55:12 0.98 329.10 211.46 -0.34 1650   3.79   478.5 165028.-12.60  0.23   1.86  -6.69  -0.81 0.25 0.19 0.41  0.09 530.2 436541.  3.79 477.1 153551.
18:55:52 0.98 329.10 211.46 -0.34 1650   3.65   475.7 139960.-12.83  0.42   2.17  -6.66  -0.66 0.20 0.23 0.33  0.09 510.7 395519.  3.80 474.8 132115.
18:56:33 0.98 329.10 211.45 -0.34 1650   3.80   476.2 167007.-12.11  0.74   1.86  -6.74  -0.90 0.27 0.26 0.33  0.12 496.4 473067.  4.04 482.1 165009.
18:57:13 0.98 329.10 211.44 -0.34 1650   3.77   476.6 139099.-13.20  0.42   1.50  -6.75  -1.24 0.19 0.14 0.22  0.05 561.8 208642.  4.00 483.2 140158.
18:57:54 0.98 329.10 211.44 -0.34 1650   3.36   481.3 140895.-12.04  0.29   1.16  -6.82  -1.41 0.29 0.17 0.35 -1.00  -1.0     -1.  3.88 478.8 135769.
18:58:34 0.98 329.10 211.43 -0.35 1650   3.86   473.7 139869.-12.12  0.58   1.42  -6.90  -1.24 0.33 0.14 0.34  0.08 500.2 329186.  4.00 479.6 161351.
18:59:15 0.98 329.10 211.42 -0.35 1650   4.03   476.2 149540.-10.70  0.22   0.90  -6.90  -1.42 0.35 0.12 0.21  0.08 496.8 305992.  4.06 482.8 128061.
18:59:55 0.98 329.10 211.42 -0.35 1650   4.14   476.0 130543.-11.55 -0.11   0.97  -6.94  -1.10 0.31 0.13 0.25  0.11 522.6 477108.  3.71 482.1 102255.
19:00:36 0.98 329.10 211.41 -0.35 1650   4.14   471.1 155221.-10.09 -0.46   1.16  -6.80  -0.82 0.20 0.14 0.19 -1.00  -1.0     -1.  4.25 478.6 138303.
19:01:16 0.98 329.10 211.40 -0.35 1650   4.07   474.2 137017.-11.56 -0.12   1.29  -6.76  -0.81 0.25 0.14 0.55 -1.00  -1.0     -1.  3.96 477.4 113638.
19:01:57 0.98 329.10 211.40 -0.35 1650   4.13   474.4 159412.-10.40 -0.73   1.30  -6.73  -0.65 0.21 0.15 0.31  0.16 495.7 349326.  4.02 472.7 125429.
19:02:37 0.98 329.10 211.39 -0.35 1650   4.03   476.1 124926.-12.08 -0.41   1.25  -6.77  -0.91 0.27 0.13 0.54 -1.00  -1.0     -1.  4.38 478.1 172425.
19:03:18 0.98 329.10 211.39 -0.35 1650   4.19   477.6 133271.-10.90  0.07   0.76  -6.73  -1.25 0.19 0.18 0.31  0.16 485.9 365010.  4.07 478.3 144751.
19:03:58 0.98 329.10 211.38 -0.35 1650   3.92   475.1 132089.-12.04 -0.40   0.56  -6.78  -1.28 0.18 0.18 0.19  0.12 484.5 519065.  3.95 485.4 123146.
19:04:39 0.98 329.10 211.37 -0.35 1650   4.13   480.6 123679.-11.87 -0.45   1.00  -6.46  -1.92 0.36 0.23 0.52  0.15 494.9 305498.  4.66 481.7 144914.
19:05:19 0.98 329.10 211.37 -0.35 1650   4.14   474.7 134340.-12.82  0.42   1.18  -6.29  -2.06 0.63 0.30 0.60  0.15 504.8 323131.  3.85 480.0 103934.
19:06:00 0.98 329.10 211.36 -0.35 1650   4.09   480.8 118627.-12.29  0.90   0.45  -6.17  -2.43 0.40 0.19 0.39 -1.00  -1.0     -1.  4.05 492.1 118705.
19:06:40 0.98 329.10 211.35 -0.35 1650   4.39   480.4 118543.-12.18  1.25   0.57  -6.09  -2.86 0.34 0.18 0.30  0.14 499.1 310787.  4.13 482.2 102901.
19:07:21 0.98 329.10 211.35 -0.35 1650   3.97   482.3 127076.-11.48  1.75   0.49  -6.15  -2.58 0.32 0.26 0.69  0.08 499.3 334396.  4.61 483.1 117454.
19:08:01 0.98 329.10 211.34 -0.35 1650   4.01   474.9 129945.-12.66  0.55   1.58  -6.30  -1.56 0.54 0.26 1.03  0.13 475.9 404316.  4.05 476.7 102330.
19:08:42 0.98 329.10 211.33 -0.35 1650   4.09   473.5 156910.-11.75 -0.12   2.09  -6.46  -0.67 0.45 0.22 0.53  0.14 484.3 394987.  4.13 477.1 126875.
19:09:22 0.98 329.10 211.33 -0.35 1650   4.40   471.7 138417.-12.33 -0.18   1.85  -6.48  -0.82 0.60 0.18 0.41  0.15 476.2 371871.  4.22 481.8 149319.
19:10:03 0.98 329.10 211.32 -0.35 1650   4.16   476.5 127755.-11.63 -0.02   1.56  -6.61  -1.07 0.22 0.15 0.22 -1.00  -1.0     -1.  4.30 481.3 132969.
19:10:43 0.98 329.10 211.32 -0.35 1650   4.03   472.8 140580.-12.24  0.27   1.64  -6.65  -1.01 0.32 0.12 0.44  0.09 503.5 522248.  4.01 477.7 103629.
19:11:24 0.98 329.10 211.31 -0.35 1650   3.72   471.7 126917.-11.43 -0.12   1.72  -6.65  -1.02 0.20 0.14 0.41  0.09 493.2 284331.  4.07 473.6 110642.
19:12:04 0.98 329.10 211.30 -0.35 1650   3.91   468.8 125644.-11.50  0.04   1.81  -6.57  -0.87 0.16 0.08 0.30 -1.00  -1.0     -1.  4.19 472.8 141545.
19:12:45 0.98 329.10 211.30 -0.35 1650   4.06   469.3 146947.-11.12 -0.16   1.98  -6.60  -0.43 0.20 0.18 0.25  0.10 490.3 462607.  4.38 474.2 132612.
19:13:25 0.98 329.10 211.29 -0.35 1650   3.95   466.6 137644.-12.25 -0.58   2.37  -6.60  -0.07 0.22 0.19 0.35  0.12 487.2 365698.  4.21 465.5 140804.
19:14:06 0.98 329.10 211.28 -0.35 1650   4.32   468.5 151586.-11.62 -0.78   1.99  -6.66   0.06 0.35 0.19 0.41  0.11 492.8 213956.  4.13 476.7 157255.
19:14:46 0.98 329.10 211.28 -0.35 1650   4.00   471.2 139502.-12.00  0.07   1.80  -6.46   0.74 0.00 0.00 0.00  0.08 504.3 387905.  4.30 476.3 155036.
19:15:27 0.98 329.10 211.27 -0.35 1650   4.04   472.1 131251.-11.82 -0.47   0.00   0.00   0.00 0.00 0.00 0.00  0.13 483.3 301418.  3.64 472.2 122525.
19:16:07 0.98 329.10 211.27 -0.35 1650   4.26   467.1 132433.-11.45 -1.12   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1.  4.15 465.4 123269.
19:16:48 0.98 329.10 211.26 -0.35 1650   3.94   470.6 152210.-10.84 -0.83   2.16  -6.96   1.02 0.18 0.14 0.26  0.20 479.2 437502.  4.13 468.8 153347.
19:17:28 0.98 329.10 211.25 -0.35 1650   3.76   468.1 135480.-11.89 -0.62   2.09  -6.91   0.44 0.19 0.21 0.46  0.17 487.9 538517.  4.46 473.8 159142.
19:18:09 0.98 329.10 211.25 -0.35 1650   3.95   470.0 156985.-10.71 -0.61   1.86  -6.75  -0.30 0.16 0.18 0.28  0.11 495.8 242907.  4.08 475.0 125962.
19:18:49 0.98 329.10 211.24 -0.35 1650   4.08   471.4 127902.-11.63 -0.24   1.70  -6.84  -0.41 0.27 0.23 0.24  0.15 475.2 411463.  3.65 474.4 104136.
19:19:30 0.98 329.09 211.23 -0.35 1650   3.81   468.6 117406.-10.37 -0.31   1.67  -6.76  -0.23 0.64 0.19 0.54 -1.00  -1.0     -1.  4.06 480.2 115824.
19:20:10 0.98 329.09 211.23 -0.35 1650   4.03   465.7 135441.-11.87 -0.76   2.16  -6.76  -0.08 0.26 0.16 0.45 -1.00  -1.0     -1.  4.12 472.0  99185.
19:20:51 0.98 329.09 211.22 -0.35 1650   3.83   467.3 118799.-10.69 -0.02   1.72  -6.68  -1.01 0.17 0.18 0.25  0.17 480.8 280979.  4.13 472.1 134197.
19:21:31 0.98 329.09 211.22 -0.35 1650   4.21   466.7 140340.-12.27 -1.05   2.22  -6.72  -0.46 0.20 0.15 0.33  0.13 472.9 375626.  3.96 470.6 132355.
19:22:12 0.98 329.09 211.21 -0.35 1650   3.72   471.7 126453.-10.88 -0.05   1.72  -6.85  -1.15 0.24 0.20 0.22  0.15 482.8 365075.  4.06 475.6 140236.
19:22:52 0.98 329.09 211.20 -0.35 1650   3.97   469.8 121755.-11.56 -0.54   1.20  -6.74  -1.48 0.28 0.19 0.24  0.15 476.7 329952.  3.90 476.2  94147.
19:23:33 0.98 329.09 211.20 -0.35 1650   4.09   469.1 145174.-10.56 -0.76   1.54  -6.79  -1.29 0.23 0.17 0.17  0.10 500.6 279887.  3.99 471.3 117961.
19:24:13 0.98 329.09 211.19 -0.35 1650   3.79   469.8 113157.-10.87 -0.57   1.15  -6.93  -1.40 0.22 0.12 0.21 -1.00  -1.0     -1.  4.03 470.8 117061.
19:24:54 0.98 329.09 211.18 -0.35 1650   3.71   462.5 119657.-10.63 -1.35   1.23  -6.86  -1.26 0.23 0.13 0.39  0.13 464.2 365491.  4.17 468.9 121531.
19:25:34 0.98 329.09 211.18 -0.35 1650   3.93   477.9 117831.-10.92 -0.11   0.87  -6.37  -1.91 0.42 0.39 0.60  0.10 512.3 253705.  4.20 473.8 123042.
19:26:15 0.98 329.09 211.17 -0.35 1650   3.97   473.5  87393.-10.71 -0.10   0.24  -6.44  -2.25 0.22 0.24 0.22  0.13 475.5 488503.  4.40 477.6 143439.
19:26:55 0.98 329.09 211.16 -0.35 1650   3.84   470.5 103727.-11.05 -0.21   0.11  -6.42  -2.42 0.19 0.15 0.20  0.11 470.9 380602.  3.95 469.5 122425.
19:27:36 0.98 329.09 211.16 -0.35 1650   4.07   467.9  93851. -9.77  1.19  -1.11  -5.49  -2.25 0.99 0.63 0.73  0.04 558.6 278913.  4.11 466.4  88995.
19:28:16 0.98 329.09 211.15 -0.35 1650   4.46   456.4 143315. -8.36 -0.16  -3.51  -3.38  -3.48 0.45 0.40 0.33 -1.00  -1.0     -1.  4.30 459.8 137377.
19:28:57 0.98 329.09 211.15 -0.35 1650   4.23   451.0 156127. -8.55 -0.21  -4.98  -1.64  -3.04 0.39 0.51 0.29 -1.00  -1.0     -1.  4.53 455.8 165548.
19:29:37 0.98 329.09 211.14 -0.35 1650   4.68   450.5 217163. -8.18  0.26  -5.17  -0.99  -2.92 0.23 0.52 0.31 -1.00  -1.0     -1.  4.76 454.5 243810.
19:30:18 0.98 329.09 211.13 -0.35 1650   4.47   450.1 201707. -7.29  0.31  -5.56  -0.14  -2.46 0.42 1.14 0.35  0.12 458.0 273936.  4.40 449.8 165580.
19:30:58 0.98 329.09 211.13 -0.35 1650   4.12   460.3 114362. -9.92  0.08  -2.47  -5.02  -2.74 0.62 0.46 0.30 -1.00  -1.0     -1.  4.46 460.2 140736.
19:31:39 0.98 329.09 211.12 -0.35 1650   4.28   475.5 128256. -9.79  0.44  -0.21  -5.89  -2.03 0.70 0.28 0.26  0.14 493.2 413581.  4.35 476.5 121362.
19:32:19 0.98 329.09 211.11 -0.35 1650   4.20   472.9 130084.-10.68 -0.03   0.40  -6.14  -1.90 0.58 0.44 0.29  0.07 499.5 328510.  4.39 470.4 143569.
19:33:00 0.98 329.09 211.11 -0.35 1650   3.81   467.9  88842. -9.84  0.49   0.18  -6.45  -2.06 0.31 0.17 0.19  0.13 464.4 245895.  3.73 468.6  84658.
19:33:40 0.98 329.09 211.10 -0.35 1650   4.04   470.2 124146.-11.48 -0.26   0.45  -6.16  -2.23 0.22 0.20 0.19 -1.00  -1.0     -1.  4.26 479.8 152476.
19:34:21 0.98 329.09 211.09 -0.35 1650   3.83   475.0 126709.-10.11  0.05   0.52  -6.13  -2.35 0.26 0.22 0.19 -1.00  -1.0     -1.  4.29 476.0 101725.
19:35:01 0.98 329.09 211.09 -0.35 1650   4.26   471.4 123227.-11.13 -0.23   0.76  -6.22  -2.12 0.28 0.13 0.22  0.10 475.7 230991.  4.00 475.5 107465.
19:35:42 0.98 329.09 211.08 -0.35 1650   4.08   468.4 145762.-10.50  0.03   0.98  -6.39  -2.04 0.32 0.16 0.17  0.12 481.4 342712.  3.90 472.6 136221.
19:36:22 0.98 329.09 211.08 -0.35 1650   3.92   463.2 108102.-10.04  0.21   0.96  -6.48  -2.13 0.20 0.15 0.19 -1.00  -1.0     -1.  3.88 462.7 124263.
19:37:03 0.98 329.09 211.07 -0.35 1650   4.21   467.6 143189.-10.12  0.23   0.95  -6.20  -2.08 0.27 0.26 0.30  0.10 511.4 379134.  3.89 471.1 100728.
19:37:43 0.98 329.09 211.06 -0.35 1650   4.08   466.5 120014. -9.82  0.11   1.03  -5.78  -1.94 0.49 0.36 0.44  0.05 527.3 300041.  4.09 468.4 111734.
19:38:24 0.98 329.09 211.06 -0.35 1650   4.14   460.9 117347. -9.52  0.72   0.52  -6.08  -0.97 0.54 0.24 0.43  0.05 545.8 186202.  4.04 462.6  91516.
19:39:04 0.98 329.09 211.05 -0.35 1650   4.49   463.0 111263. -9.24  0.61  -0.18  -5.70  -1.13 1.35 0.93 0.46 -1.00  -1.0     -1.  4.36 464.7  84713.
19:39:45 0.98 329.09 211.04 -0.35 1650   4.47   444.7 150884. -8.69  0.43  -3.41  -4.57  -1.38 1.13 0.86 0.72 -1.00  -1.0     -1.  4.49 446.7 120346.
19:40:25 0.98 329.09 211.04 -0.35 1650   4.20   448.2 106715. -8.94  0.05  -1.38  -5.78  -1.29 0.90 0.51 0.48 -1.00  -1.0     -1.  4.33 454.0 117279.
19:41:06 0.98 329.09 211.03 -0.35 1650   4.46   460.7 103317. -8.64  0.37  -0.32  -6.00  -0.97 0.66 0.26 0.43  0.14 454.3 337242.  4.41 455.5 116720.
19:41:46 0.98 329.09 211.03 -0.35 1650   4.50   464.6 117770.-10.53  0.54  -1.01  -5.82  -0.69 1.35 0.40 0.43 -1.00  -1.0     -1.  3.95 468.5 100033.
19:42:27 0.98 329.09 211.02 -0.35 1650   4.14   452.3 127788. -7.69  0.95  -2.36  -5.27  -0.38 0.23 0.15 0.26  0.18 452.2 333292.  4.10 454.8 117217.
19:43:07 0.98 329.09 211.01 -0.35 1650   4.55   456.8 140713. -9.21  1.32  -2.21  -5.36  -0.04 0.21 0.23 0.24 -1.00  -1.0     -1.  4.42 461.9 109684.
19:43:48 0.98 329.09 211.01 -0.35 1650   4.49   457.7 122538. -7.73  1.31  -2.20  -5.14   0.31 0.44 0.29 0.37  0.15 469.1 512594.  4.37 464.1  88871.
19:44:28 0.98 329.09 211.00 -0.35 1650   4.43   455.4 136270. -8.68  1.37  -2.07  -5.01   0.76 0.48 0.22 0.51 -1.00  -1.0     -1.  4.53 457.9 127746.
19:45:09 0.98 329.09 210.99 -0.35 1650   4.63   458.9 120865. -8.41  1.91  -2.22  -4.93   1.19 0.25 0.19 0.29  0.19 454.5 360605.  4.79 465.9 133713.
19:45:49 0.98 329.09 210.99 -0.35 1650   4.62   456.1 144118. -9.64  1.57  -2.24  -4.86  -0.03 0.32 0.24 0.53 -1.00  -1.0     -1.  4.72 461.2 112393.
19:46:30 0.98 329.09 210.98 -0.35 1650   4.28   457.8 124335. -8.13  2.31  -2.93  -4.77   1.74 0.32 0.36 0.70 -1.00  -1.0     -1.  4.60 456.6 121434.
19:47:10 0.98 329.09 210.98 -0.35 1650   4.23   457.8 137942. -8.45  2.15  -2.48  -4.75   2.19 0.28 0.34 0.48  0.12 464.2 330069.  4.39 457.1 117419.
19:47:51 0.98 329.09 210.97 -0.35 1650   4.50   461.7 122490. -8.43  1.50  -0.53  -5.29  -0.16 1.83 0.78 2.25 -1.00  -1.0     -1.  4.39 470.5 126417.
19:48:31 0.98 329.09 210.96 -0.35 1650   4.05   467.2 121960.-10.45  0.39   0.24  -5.40  -1.62 0.70 0.37 1.22  0.12 475.5 353068.  4.04 471.8  96252.
19:49:12 0.98 329.09 210.96 -0.35 1650   4.40   462.1 127651. -8.18  1.76  -1.04  -0.88   4.98 0.36 1.71 1.37  0.11 486.8 434163.  4.56 463.1  90297.
19:49:52 0.98 329.09 210.95 -0.35 1650   4.20   464.5 132024. -8.38  1.29  -0.62  -2.48   4.25 0.81 1.62 2.37  0.17 469.5 377809.  4.67 463.4 132446.
19:50:33 0.98 329.09 210.94 -0.35 1650   3.53   468.6  78827.-10.45 -0.59   2.05  -6.23  -2.53 0.47 0.66 0.63 -1.00  -1.0     -1.  3.60 470.2  78177.
19:51:13 0.98 329.09 210.94 -0.35 1650   3.80   469.7  80341.-10.69  1.10   1.58  -7.06  -1.53 0.19 0.18 0.22 -1.00  -1.0     -1.  3.61 472.6  70976.
19:51:54 0.98 329.09 210.93 -0.35 1650   3.78   469.0  82267.-11.06  0.44   1.35  -6.57  -1.82 0.28 0.49 0.30  0.08 482.9 365192.  4.42 471.3 116279.
19:52:34 0.98 329.09 210.92 -0.35 1650   4.13   472.8 106189.-11.16  0.50   1.22  -5.91  -1.63 0.50 0.33 0.61  0.07 474.0 246792.  3.92 474.0  78918.
19:53:15 0.98 329.09 210.92 -0.35 1650   3.75   471.6  79714.-11.66  0.81   0.97  -6.67  -1.77 0.51 0.29 0.60  0.12 490.3 379537.  3.89 474.5 100702.
19:53:55 0.98 329.09 210.91 -0.35 1650   3.98   468.5  89440.-10.90  0.80   0.92  -6.98  -1.80 0.18 0.06 0.18  0.09 477.5 236241.  4.36 464.4 115073.
19:54:36 0.98 329.09 210.91 -0.35 1650   3.66   470.8  81747.-10.90  0.88   0.86  -7.02  -1.64 0.21 0.09 0.12  0.10 483.7 503082.  3.73 471.8  66642.
19:55:16 0.98 329.09 210.90 -0.35 1650   3.66   467.5  89219.-11.20  1.08   0.94  -6.97  -1.70 0.20 0.07 0.10  0.12 467.6 522651.  3.60 474.7  65723.
19:55:57 0.98 329.09 210.89 -0.35 1650   3.96   469.6  81812.-11.02  1.02   1.09  -6.94  -1.70 0.18 0.11 0.10  0.11 470.2 483501.  3.89 471.1  62442.
19:56:37 0.98 329.09 210.89 -0.35 1650   3.86   470.2  95566.-10.99  0.94   1.10  -6.92  -1.77 0.16 0.11 0.17 -1.00  -1.0     -1.  3.72 476.0  69725.
19:57:18 0.98 329.09 210.88 -0.35 1650   3.80   469.9  80481.-10.94  0.81   1.13  -6.89  -1.80 0.19 0.11 0.19  0.09 473.4 110409.  3.99 474.3  96677.
19:57:58 0.98 329.09 210.87 -0.35 1650   3.75   474.0  93289.-10.70  0.41   1.15  -6.87  -1.94 0.17 0.10 0.19  0.11 464.4 278341.  3.61 476.3  60002.
19:58:39 0.98 329.09 210.87 -0.35 1650   3.72   471.6  81410.-11.02  0.69   1.32  -6.81  -2.01 0.19 0.12 0.19  0.10 480.5 453875.  3.63 473.2  54214.
19:59:19 0.98 329.09 210.86 -0.35 1650   3.74   470.5  86701.-10.67  0.36   1.66  -6.91  -1.53 0.21 0.20 0.24  0.09 486.6 358201.  3.94 472.3  79067.
20:00:00 0.98 329.09 210.85 -0.35 1650   3.57   471.1  80172.-10.76  0.68   1.71  -6.89  -1.48 0.19 0.21 0.26 -1.00  -1.0     -1.  3.71 470.5  70137.
20:00:40 0.98 329.09 210.85 -0.35 1650   4.03   467.6  84359.-10.77  0.49   1.57  -6.88  -2.00 0.24 0.20 0.17  0.11 485.6 494039.  3.80 474.7  77274.
20:01:21 0.98 329.09 210.84 -0.35 1650   3.55   469.1  82167.-10.75  0.67   1.31  -7.12  -1.69 0.30 0.13 0.20  0.10 476.1 431707.  3.80 472.2  49419.
20:02:01 0.98 329.09 210.84 -0.35 1650   3.65   468.5  79334.-10.76  0.04   1.30  -7.08  -1.74 0.17 0.21 0.25 -1.00  -1.0     -1.  3.74 475.6  67298.
20:02:42 0.98 329.09 210.83 -0.35 1650   3.29   468.7  80386.-10.69  0.45   1.15  -7.07  -1.95 0.16 0.22 0.18  0.09 463.1 256329.  3.71 470.6  74831.
20:03:22 0.98 329.09 210.82 -0.35 1650   3.63   468.8  92117.-10.85  0.08   0.89  -6.88  -2.06 0.21 0.15 0.11 -1.00  -1.0     -1.  3.81 475.2  94309.
20:04:03 0.98 329.08 210.82 -0.35 1650   3.80   470.7  90479.-10.60  0.31   0.77  -6.62  -2.23 0.18 0.12 0.19  0.10 465.9 394155.  3.41 470.1  77862.
20:04:43 0.98 329.08 210.81 -0.35 1650   4.17   471.4  91516.-10.83  0.41   1.00  -6.46  -1.83 0.22 0.16 0.25 -1.00  -1.0     -1.  3.83 475.5  84184.
20:05:24 0.98 329.08 210.80 -0.35 1650   4.34   472.8  90986.-11.68  0.09   0.94  -2.56   0.59 0.44 3.49 2.06  0.08 483.3 359942.  4.25 476.8 117805.
20:06:04 0.98 329.08 210.80 -0.35 1650   5.11   469.4 145372.-10.28  0.22   0.74   1.40   2.65 0.57 0.58 0.25  0.10 481.5 312684.  5.33 471.6 136997.
20:06:45 0.98 329.08 210.79 -0.35 1650   4.92   470.1 154061.-10.87  0.51   1.30   2.60   2.92 0.20 1.00 0.29  0.13 486.0 361112.  5.22 474.0 136325.
20:07:25 0.98 329.08 210.79 -0.35 1650   5.60   466.2 129415. -9.80 -0.55   1.41  -0.13   3.30 0.23 0.35 0.48 -1.00  -1.0     -1.  5.73 469.1 115190.
20:08:06 0.98 329.08 210.78 -0.35 1650   5.57   463.5 118916.-10.25 -0.69   1.97  -0.22   3.19 0.19 0.17 0.15 -1.00  -1.0     -1.  5.88 468.7 140788.
20:08:46 0.98 329.08 210.77 -0.35 1650   5.83   463.1 133284.-10.13 -0.50   2.21  -0.05   3.12 0.18 0.19 0.19 -1.00  -1.0     -1.  5.77 472.0 167143.
20:09:27 0.98 329.08 210.77 -0.35 1650   5.37   461.8 118812.-10.18 -0.60   2.27  -0.08   3.11 0.21 0.19 0.22 -1.00  -1.0     -1.  5.68 467.4 128619.
20:10:07 0.98 329.08 210.76 -0.35 1650   5.87   464.5 127359.-10.29 -0.46   2.31  -0.08   2.84 0.24 0.31 0.21 -1.00  -1.0     -1.  6.12 465.1 133180.
20:10:48 0.98 329.08 210.75 -0.35 1650   5.62   465.9 122434.-10.78 -0.95   2.31  -0.09   3.26 0.23 0.34 0.28 -1.00  -1.0     -1.  6.04 468.2 179211.
20:11:28 0.98 329.08 210.75 -0.35 1650   5.13   463.5 128831.-10.30 -0.90   2.12  -0.22   3.04 0.24 0.34 0.53 -1.00  -1.0     -1.  5.53 468.7 147863.
20:12:09 0.98 329.08 210.74 -0.35 1650   5.48   466.9 160376. -9.95 -0.58   2.22  -0.37   2.57 0.16 0.26 0.19 -1.00  -1.0     -1.  6.13 468.3 121515.
20:12:49 0.98 329.08 210.73 -0.35 1650   5.56   464.4 130975. -9.93 -0.52   2.21  -0.35   2.89 0.33 0.20 0.19  0.12 469.9 314542.  5.71 463.9 122418.
20:13:30 0.98 329.08 210.73 -0.35 1650   5.50   463.6 124267. -9.87 -0.27   2.11  -0.49   2.62 0.28 0.21 0.32 -1.00  -1.0     -1.  5.74 469.6 130059.
20:14:10 0.98 329.08 210.72 -0.35 1650   5.38   466.1 127307.-10.81 -0.65   2.61  -1.26   2.45 0.14 0.23 0.25  0.11 495.4 294856.  5.70 467.9 122639.
20:16:12 0.98 329.08 210.70 -0.35 1650   5.51   467.3 119469.  0.00  0.00   2.77  -1.47   2.07 0.16 0.21 0.20 -1.00  -1.0     -1.  5.50 467.4 106650.
20:16:52 0.98 329.08 210.70 -0.35 1650   5.61   463.7 123376. -9.99 -0.11   2.75  -1.15   2.51 0.20 0.27 0.14  0.10 494.0 340841.  5.48 465.4 123146.
20:17:33 0.98 329.08 210.69 -0.35 1650   5.07   461.2 128915.-10.37 -0.69   2.63   0.36   3.67 0.22 0.43 0.35 -1.00  -1.0     -1.  5.39 467.0 145317.
20:18:13 0.98 329.08 210.68 -0.35 1650   4.79   460.7 144901. -9.09  0.33   2.49   0.82   3.94 0.23 0.15 0.19 -1.00  -1.0     -1.  5.03 459.7 132040.
20:18:54 0.98 329.08 210.68 -0.35 1650   4.56   460.6 126037. -9.41  0.04   2.48   0.82   3.98 0.20 0.16 0.18  0.12 486.1 399469.  4.86 462.9  92903.
