1974/353   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
18:20:51 0.98 357.00  84.29 -1.10 1622   3.42   704.4 266010. -1.49 -1.75   3.16  -4.42   5.46 0.41 0.34 0.51  0.15 742.5 654681.  3.68 712.1 295688.
18:21:31 0.98 357.00  84.28 -1.10 1622   3.42   703.3 272663. -1.47 -1.60   3.22  -4.53   5.41 0.40 0.31 0.26  0.11 732.41035972.  3.48 701.0 288463.
18:22:12 0.98 357.00  84.28 -1.10 1622   3.46   709.1 327652. -1.92 -2.17   3.29  -4.27   5.14 0.87 0.73 0.81  0.12 736.3 868820.  3.51 709.9 302704.
18:22:52 0.98 357.00  84.27 -1.10 1622   3.47   698.0 263099. -2.48 -2.12   5.26  -4.49   2.61 0.58 0.74 1.17  0.14 739.81351358.  3.64 694.8 278172.
18:23:33 0.98 357.00  84.26 -1.10 1622   3.51   676.1 241373. -1.85  2.11   4.99  -4.83   2.50 0.87 0.69 1.36  0.12 729.81022459.  3.50 678.9 199637.
18:24:13 0.98 357.00  84.26 -1.10 1622   3.65   696.1 277236. -1.48 -0.72   4.53  -4.97   3.55 0.34 0.34 0.30  0.16 746.41038259.  3.44 696.8 258993.
18:24:54 0.98 357.00  84.25 -1.10 1622   3.62   696.1 264554. -1.25 -0.18   4.68  -4.86   3.41 0.26 0.52 0.49  0.15 731.2 879839.  3.43 697.3 263203.
18:25:34 0.98 357.00  84.25 -1.10 1622   3.33   698.2 275209. -1.23 -0.03   5.37  -4.22   3.25 0.68 0.68 0.45  0.10 723.0 619338.  3.45 694.4 226924.
18:26:15 0.98 357.00  84.24 -1.10 1622   3.46   683.9 216477. -3.10 -1.07   5.39  -3.34   4.02 0.40 0.74 0.82  0.14 754.1 839298.  3.33 681.4 194544.
18:26:55 0.98 357.00  84.23 -1.10 1622   3.59   691.4 275313. -4.43 -1.96   4.85  -3.18   4.40 0.57 1.60 0.86  0.18 735.71089403.  3.51 686.2 228899.
18:27:36 0.98 357.00  84.23 -1.10 1622   3.51   693.9 264970. -1.16 -0.62   4.67  -5.15   2.87 0.39 0.61 0.75  0.14 726.71000006.  3.67 697.5 303380.
18:28:16 0.98 357.00  84.22 -1.10 1622   3.43   694.0 279108. -0.97  1.18   4.78  -5.58   1.82 0.42 0.62 0.45  0.12 725.3 790857.  3.53 696.7 254263.
18:28:57 0.98 357.00  84.21 -1.10 1622   3.46   683.5 244752. -1.74  0.84   4.28  -6.18   0.65 0.48 0.65 0.50  0.09 751.4 885452.  3.30 684.7 196675.
18:29:37 0.98 357.00  84.21 -1.10 1622   3.45   699.8 289139. -0.74  1.64   3.30  -5.53   2.03 0.36 1.50 2.82  0.13 736.01044912.  3.57 699.6 264139.
18:30:18 0.98 357.00  84.20 -1.10 1622   3.57   697.5 257642. -1.27 -1.39   3.07  -2.36   6.14 0.63 1.35 1.06  0.05 837.61065910.  3.55 691.7 221571.
18:30:58 0.98 357.00  84.20 -1.10 1622   3.33   701.5 291634. -1.79 -2.03   3.16  -4.48   4.45 0.33 0.80 0.77  0.15 724.6 719339.  3.52 697.6 293505.
18:31:39 0.98 357.00  84.19 -1.10 1622   3.50   707.8 333682. -1.94 -2.44   2.65  -4.68   4.86 0.43 0.67 0.66  0.16 735.2 837842.  3.65 706.9 341894.
18:32:19 0.98 357.00  84.18 -1.10 1622   4.06   705.1 338827. -1.71 -1.58   2.04  -4.30   5.44 0.48 0.57 0.56  0.13 743.6 849901.  4.45 712.1 445740.
18:33:00 0.98 357.00  84.18 -1.10 1622   3.50   715.8 284929. -2.59 -3.54   2.48  -5.10   4.14 0.62 1.35 1.51  0.13 741.5 726199.  3.80 717.3 284253.
18:33:40 0.98 357.00  84.17 -1.10 1622   3.68   711.7 285864. -0.56 -0.57   2.54  -6.87   0.92 0.59 0.69 0.59  0.13 723.0 703538.  3.91 712.3 370428.
18:34:21 0.98 357.00  84.16 -1.10 1622   3.71   705.4 329524. -0.24  0.78   2.28  -7.10  -0.85 0.58 0.52 0.84  0.09 738.8 592727.  3.99 702.9 300989.
18:35:01 0.98 357.00  84.16 -1.10 1622   3.37   715.3 280979.  0.05  2.50   1.51  -6.71  -2.50 0.88 0.85 1.23  0.15 740.0 908113.  3.51 716.9 295532.
18:35:42 0.98 357.00  84.15 -1.10 1622   3.22   718.4 295532.  0.15  2.57   2.59  -6.79  -0.49 0.72 1.10 0.85  0.15 737.2 731189.  3.37 717.7 284825.
18:36:22 0.98 357.00  84.14 -1.10 1622   3.40   713.8 260812.  0.21  2.22   3.40  -6.44  -0.12 1.17 0.75 1.02  0.12 724.5 710399.  3.35 717.0 260708.
18:37:03 0.98 357.00  84.14 -1.10 1622   3.35   693.3 244544. -0.49  1.64   3.62  -6.58  -0.39 0.40 0.42 0.33  0.09 748.3 861959.  3.55 692.1 324950.
18:37:43 0.98 357.00  84.13 -1.10 1622   3.48   705.9 251613. -0.06  2.61   2.26  -6.80  -1.44 0.96 0.52 0.34  0.12 747.91021004.  3.35 702.2 257434.
18:38:24 0.98 357.00  84.13 -1.10 1622   3.47   714.9 316738. -0.27  2.16   1.88  -6.90  -1.70 0.35 0.43 0.40  0.12 736.0 661750.  3.55 715.2 285968.
18:39:04 0.98 357.00  84.12 -1.10 1622   3.76   717.1 286384. -0.34  3.19   1.90  -6.40  -3.05 0.42 0.49 0.55  0.14 732.81045536.  3.55 718.7 285812.
18:39:45 0.98 357.00  84.11 -1.10 1622   3.74   714.9 322975. -0.54  3.68   2.04  -6.30  -3.21 0.58 0.54 0.54  0.13 706.41149902.  3.81 713.8 331551.
18:40:25 0.98 357.00  84.11 -1.10 1622   3.58   706.9 301197. -1.39  4.28   2.50  -6.01  -3.26 0.51 0.51 0.45  0.12 735.5 971939.  3.77 705.3 269492.
18:41:06 0.98 357.00  84.10 -1.10 1622   3.66   715.8 288879. -0.54  3.34   1.86  -5.88  -3.73 0.73 0.44 0.55  0.14 735.0 802291.  3.74 716.5 304472.
18:41:46 0.98 357.00  84.09 -1.10 1622   3.73   720.1 303848. -1.10  4.33   0.90  -5.37  -4.33 0.55 1.15 1.34  0.13 738.61016638.  4.03 719.1 367206.
18:42:27 0.98 357.00  84.09 -1.10 1622   3.49   715.5 277029. -1.54  4.33   1.36  -5.72  -4.25 0.64 0.43 0.51  0.11 736.6 616220.  3.56 716.3 304108.
18:43:07 0.98 357.00  84.08 -1.10 1622   3.74   720.9 278952. -0.98  3.70   2.13  -5.89  -3.31 1.12 0.73 0.81  0.11 739.51026409.  3.78 724.8 320532.
18:43:48 0.98 357.00  84.08 -1.10 1622   3.73   703.0 310293. -1.06  2.72   3.15  -6.20  -1.97 0.43 0.45 0.32  0.14 733.11139507.  3.99 699.5 269076.
18:44:28 0.98 357.00  84.07 -1.10 1622   3.65   706.2 300625. -0.77  1.42   2.68  -6.58  -1.48 0.44 0.72 0.57  0.15 732.41263000.  4.04 701.8 308526.
18:45:09 0.98 357.00  84.06 -1.10 1622   3.59   712.7 329836. -0.16  1.47   2.73  -6.59  -1.56 0.47 0.68 0.84  0.12 741.9 780046.  3.93 712.5 318713.
18:45:49 0.98 357.00  84.06 -1.10 1622   3.57   696.8 281966.  0.13  1.13   2.54  -6.90   1.65 0.61 0.50 0.65  0.12 718.3 698133.  3.81 695.5 286072.
18:46:30 0.98 356.99  84.05 -1.10 1622   3.39   721.2 269544.  0.25 -0.48   1.37  -6.51   3.51 0.79 0.59 0.49  0.10 730.8 513932.  3.52 715.7 310397.
18:47:10 0.98 356.99  84.04 -1.10 1622   3.31   727.4 225105. -0.38 -2.26   0.89  -6.28   3.65 0.77 0.53 0.67  0.13 739.11348863.  3.26 724.6 265074.
18:47:51 0.98 356.99  84.04 -1.10 1622   3.24   711.0 316218.  0.00 -0.85   2.48  -5.66   3.87 0.49 0.70 0.81  0.16 721.81063623.  3.41 711.6 274274.
18:48:31 0.98 356.99  84.03 -1.10 1622   3.12   701.9 252964. -1.32 -2.29   3.47  -5.33   3.78 0.44 0.48 0.58  0.16 717.9 665700.  3.20 703.5 219752.
18:49:12 0.98 356.99  84.02 -1.10 1622   3.24   694.9 226405. -0.33 -1.11   2.74  -5.75   3.87 0.59 0.42 0.54  0.16 720.2 950525.  2.97 699.3 263255.
18:49:52 0.98 356.99  84.02 -1.10 1622   3.19   707.3 266529. -0.08 -0.71   2.67  -6.08   3.20 0.55 0.57 0.58  0.13 734.6 992521.  3.15 708.5 199949.
18:50:33 0.98 356.99  84.01 -1.10 1622   3.24   699.4 264035.  0.36 -0.68   2.71  -6.75   1.80 0.39 0.60 1.03  0.13 739.1 766740.  3.28 699.2 267309.
18:51:13 0.98 356.99  84.01 -1.10 1622   3.49   703.6 245947.  0.46  1.07   2.43  -7.09  -0.75 0.45 0.57 0.62  0.15 728.4 674640.  3.44 699.0 256914.
18:51:54 0.98 356.99  84.00 -1.10 1622   3.16   707.9 215126.  1.22  1.17   2.21  -7.18  -1.09 0.38 0.58 0.36  0.14 713.2 845743.  3.24 704.8 281706.
18:52:34 0.98 356.99  83.99 -1.10 1622   3.45   696.1 274378. -0.40 -1.72   2.88  -6.18   2.81 0.53 0.59 0.48  0.15 724.7 495013.  3.35 696.2 248650.
18:53:15 0.98 356.99  83.99 -1.10 1622   2.98   705.4 261800.  1.08 -0.79   2.16  -7.18   0.77 0.40 0.47 0.80  0.14 713.21164663.  3.01 703.7 228743.
18:53:55 0.98 356.99  83.98 -1.10 1622   3.21   709.7 243868.  0.61  1.60   1.41  -7.18  -1.45 0.58 0.53 0.71  0.14 737.31146368.  3.16 711.6 215957.
18:54:36 0.98 356.99  83.97 -1.10 1622   3.06   712.1 296519.  0.95  2.18   1.60  -6.91  -2.21 0.49 0.59 0.57  0.10 739.8 834308.  3.26 703.3 291322.
18:55:16 0.98 356.99  83.97 -1.10 1622   3.20   702.4 245272.  0.60  1.46   3.37  -6.10   0.03 1.00 0.98 1.20  0.13 740.11058633.  3.06 705.5 212527.
18:55:57 0.98 356.99  83.96 -1.10 1622   3.00   717.5 209201.  0.45  2.61   0.44  -6.19  -3.13 1.18 0.80 1.38  0.14 720.01237844.  2.85 719.9 176716.
18:56:37 0.98 356.99  83.96 -1.10 1622   3.68   745.2 299586. -1.10  5.26   2.00  -6.36  -0.94 1.33 1.22 1.88  0.17 735.8 907905.  3.59 746.3 276561.
18:57:18 0.98 356.99  83.95 -1.10 1622   3.21   703.0 222039.  0.83  0.02   1.24  -5.72  -0.99 2.41 1.20 2.80  0.14 712.1 949485.  3.37 699.8 278380.
18:57:58 0.98 356.99  83.94 -1.10 1622   3.15   757.8 249274. -1.22  5.01  -2.55  -4.83  -4.38 0.98 0.73 0.67  0.14 750.51148862.  3.58 757.1 243452.
18:58:39 0.98 356.99  83.94 -1.10 1622   2.94   763.0 231706.  0.06  2.87  -1.58  -6.13  -2.50 1.21 1.18 1.06  0.14 740.4 628902.  3.27 758.8 304420.
18:59:19 0.98 356.99  83.93 -1.10 1622   2.50   755.7 196467. -1.03  4.22   0.50  -6.49  -1.38 1.70 1.29 1.10  0.14 718.8 728902.  2.51 753.5 155302.
19:00:00 0.98 356.99  83.92 -1.10 1622   2.97   726.5 263099.  1.40  2.24   1.23  -6.61  -0.38 0.88 1.17 1.48  0.16 737.8 663205.  2.92 728.1 200261.
19:00:40 0.98 356.99  83.92 -1.10 1622   3.68   729.4 281290.  0.40 -0.55  -0.19  -6.54   0.04 0.83 1.04 1.50  0.10 762.6 706033.  3.53 731.8 337944.
19:01:21 0.98 356.99  83.91 -1.10 1622   3.09   730.0 313515.  0.93  0.29  -1.87  -5.11  -2.62 1.50 1.51 2.15  0.11 733.5 718299.  3.35 730.4 324950.
19:02:01 0.98 356.99  83.90 -1.10 1622   2.72   743.6 271727. -0.02  2.39   3.13  -4.75   0.60 2.00 1.04 1.65  0.16 751.1 788570.  2.90 735.4 305979.
19:02:42 0.98 356.99  83.90 -1.10 1622   3.52   704.3 312580. -1.29 -1.60   2.47  -5.38   2.66 0.91 0.98 0.70  0.14 720.61296888.  3.62 707.7 307642.
19:03:22 0.98 356.99  83.89 -1.10 1622   2.78   700.9 238671. -1.34 -0.94   3.49  -4.78   2.96 0.82 0.65 0.40  0.13 740.01110193.  3.02 699.2 206810.
19:04:03 0.98 356.99  83.89 -1.10 1622   3.43   699.2 265178. -2.04 -1.61   2.44  -4.26   4.34 0.65 0.60 0.58  0.15 713.81223499.  3.39 701.6 297143.
19:04:43 0.98 356.99  83.88 -1.10 1622   3.21   728.5 271519. -0.73 -1.62   2.63  -4.36   3.98 0.89 0.58 0.52  0.12 730.11052188.  3.13 721.4 228276.
19:05:24 0.98 356.99  83.87 -1.10 1622   3.14   701.6 252860. -0.50 -0.89   3.87  -4.14   3.23 0.59 0.61 0.59  0.13 740.7 616012.  3.41 703.3 292829.
19:06:04 0.98 356.99  83.87 -1.10 1622   2.89   691.1 268868. -1.71 -1.15   3.79  -4.27   3.13 0.37 0.48 0.71  0.09 730.6 682540.  3.18 692.8 261800.
19:06:45 0.98 356.99  83.86 -1.10 1622   3.01   694.1 256342. -1.35 -2.07   3.72  -4.10   2.53 0.80 1.73 1.62  0.09 743.3 731397.  3.36 699.2 289399.
19:07:25 0.98 356.99  83.85 -1.10 1622   2.71   710.7 253380.  0.09  1.69   1.55  -5.98  -1.32 0.75 0.75 0.47  0.13 736.5 925369.  2.99 710.5 238411.
19:08:06 0.98 356.99  83.85 -1.10 1622   3.08   727.4 284097.  0.94  0.86   1.72  -6.02  -1.13 0.79 0.72 1.18  0.15 717.21107906.  3.30 721.5 299274.
19:08:46 0.98 356.99  83.84 -1.10 1622   3.20   712.4 285604. -1.04  3.97   0.81  -5.33  -3.32 1.23 0.77 0.91  0.12 754.01046160.  3.64 705.1 278900.
19:09:27 0.98 356.99  83.83 -1.10 1622   3.18   719.4 278328. -1.66  5.00   1.35  -4.83  -4.06 1.38 1.00 0.73  0.13 740.7 757593.  3.48 720.0 271259.
19:10:07 0.98 356.99  83.83 -1.10 1622   3.30   721.9 292725. -0.09  1.99   1.61  -6.29  -1.36 0.64 1.07 0.72  0.15 733.11269237.  3.47 722.0 314451.
19:10:48 0.98 356.99  83.82 -1.10 1622   3.27   729.2 307018.  0.63  2.65   1.25  -6.63  -1.27 0.50 0.56 0.74  0.11 741.7 640544.  3.48 723.2 334305.
19:11:28 0.98 356.99  83.82 -1.10 1622   3.21   715.8 263827.  0.42  1.22   2.16  -6.54   0.28 0.48 0.45 0.48  0.12 738.81073186.  3.26 713.0 234929.
19:12:09 0.98 356.99  83.81 -1.10 1622   3.18   721.0 287476.  0.57  0.35   1.72  -5.82   2.40 0.69 1.00 1.17  0.14 739.0 813726.  3.24 715.6 297299.
19:12:49 0.98 356.99  83.80 -1.10 1622   3.20   710.9 260396. -0.27 -1.71   2.23  -5.10   3.55 0.50 0.49 0.44  0.11 748.11179216.  3.02 706.8 224170.
19:13:30 0.98 356.99  83.80 -1.10 1622   3.47   734.0 310657. -1.21 -2.85   1.51  -4.85   4.19 0.91 0.50 0.68  0.15 733.3 862791.  3.36 728.3 324742.
19:14:10 0.98 356.99  83.79 -1.10 1622   2.97   705.5 283110. -0.36 -1.64   3.34  -4.86   2.45 0.76 0.82 0.62  0.14 738.6 904579.  3.05 706.9 232122.
19:14:51 0.98 356.99  83.78 -1.10 1622   3.20   740.1 332330. -1.16 -2.94  -0.41  -4.18   4.78 0.92 0.68 0.74  0.12 727.4 697717.  3.33 743.7 397195.
19:15:31 0.98 356.99  83.78 -1.10 1622   3.36   741.0 390907. -1.31 -3.14   0.56  -4.80   3.15 2.43 1.07 1.75  0.13 733.8 880670.  3.09 749.4 313879.
19:16:12 0.98 356.99  83.77 -1.10 1622   2.89   708.0 226560.  0.07 -0.26   3.31  -5.35   1.97 0.55 0.68 1.10  0.14 718.31145952.  3.19 708.8 253640.
19:16:52 0.98 356.99  83.77 -1.10 1622   2.79   707.5 246467.  0.32 -1.59   2.88  -5.34   3.12 0.55 0.43 0.46  0.10 737.21024122.  3.05 708.4 232018.
19:17:33 0.98 356.99  83.76 -1.10 1622   2.91   708.3 217517.  0.07 -1.65   2.98  -5.52   2.57 0.45 0.53 0.42  0.09 730.6 562165.  2.99 707.5 255771.
19:18:13 0.98 356.99  83.75 -1.10 1622   2.94   709.8 265698.  0.16 -1.03   3.42  -4.86   3.04 0.44 0.93 0.87  0.12 737.61199175.  2.67 707.3 205978.
19:18:54 0.98 356.99  83.75 -1.10 1622   3.01   704.4 214970. -1.32 -1.83   3.79  -4.66   2.87 0.61 0.68 0.70  0.12 739.3 763414.  3.29 699.3 247143.
19:19:34 0.98 356.99  83.74 -1.10 1622   2.94   711.5 254211.  0.17 -1.38   3.34  -4.86   3.16 0.43 0.66 0.61  0.12 747.61191482.  2.95 708.3 188930.
19:20:15 0.98 356.99  83.73 -1.10 1622   3.04   704.3 214138. -0.26 -1.84   3.69  -5.14   2.08 0.63 0.55 0.44  0.13 716.01154892.  3.07 702.3 252808.
19:20:55 0.98 356.99  83.73 -1.10 1622   3.21   690.5 251145. -0.76 -0.07   4.33  -4.84   0.98 0.69 1.04 0.86  0.14 754.3 883789.  3.38 684.2 239087.
19:21:36 0.98 356.99  83.72 -1.10 1622   2.84   713.0 221779. -0.09 -2.14   3.25  -5.21   1.68 0.48 0.78 1.57  0.15 731.41102916.  3.07 709.8 260500.
19:22:16 0.98 356.99  83.72 -1.10 1622   2.81   708.1 238411.  0.48  2.92   4.78  -4.43  -0.19 0.74 0.89 0.56  0.18 735.11018925.  3.11 707.4 211799.
19:22:57 0.98 356.99  83.71 -1.10 1622   3.26   695.2 243660.  0.16  1.45   4.54  -4.68  -0.79 0.92 0.80 0.81  0.06 812.4 386073.  3.17 699.2 261800.
19:23:37 0.98 356.99  83.70 -1.10 1622   3.28   690.7 258213. -0.59  1.84   4.26  -4.56  -1.67 0.69 0.59 1.02  0.10 753.81179632.  3.16 682.2 218556.
19:24:18 0.98 356.99  83.70 -1.10 1622   2.95   697.4 227392.  0.10  2.10   4.06  -4.77  -1.84 0.46 0.54 0.39  0.13 741.5 612270.  3.04 686.0 213619.
19:24:58 0.98 356.99  83.69 -1.10 1622   3.03   698.7 250469. -0.18  2.86   3.54  -4.55  -3.02 0.70 0.83 0.66  0.11 748.71072978.  3.13 695.2 280563.
19:25:39 0.98 356.99  83.68 -1.10 1622   2.75   698.5 206342. -0.72  3.71   4.23  -3.53   1.52 1.14 1.34 2.68  0.13 721.7 943248.  3.09 696.7 254159.
19:26:19 0.98 356.99  83.68 -1.10 1622   2.95   696.6 241425. -1.74 -2.47   4.19  -3.70   3.34 0.42 0.82 0.52  0.13 746.11028280.  3.05 693.5 240022.
19:27:00 0.98 356.99  83.67 -1.10 1622   2.78   700.8 215282. -3.08 -4.23   2.87  -5.01   2.99 0.54 1.09 1.13  0.12 731.7 636178.  3.04 700.6 262527.
19:27:40 0.98 356.99  83.66 -1.10 1622   2.49   715.6 251093.  0.53 -0.68   2.48  -5.62   2.26 0.56 1.13 1.39  0.13 744.0 676927.  2.56 713.8 195635.
19:28:21 0.98 356.99  83.66 -1.10 1622   3.15   726.0 248910.  1.44  1.53   2.38  -5.93  -0.17 1.62 0.99 1.15  0.12 735.91028280.  3.22 724.6 296415.
19:29:01 0.98 356.99  83.65 -1.10 1622   2.72   728.3 260396.  1.22 -0.69   3.83  -5.12   1.85 1.22 0.66 0.56  0.13 741.81290443.  2.72 731.1 256966.
19:29:42 0.98 356.99  83.65 -1.10 1622   2.92   714.1 272559.  0.32 -1.75   3.39  -5.16   2.03 0.51 0.61 0.45  0.11 742.1 574016.  3.03 707.9 278952.
19:30:22 0.98 356.99  83.64 -1.10 1622   2.96   703.7 268557.  0.66 -0.72   3.11  -5.12   0.91 0.91 1.60 1.04  0.12 749.31072355.  3.03 707.5 235084.
19:31:03 0.98 356.99  83.63 -1.10 1622   2.93   723.3 259773. -2.07 -3.55   1.59  -3.51   4.86 0.50 0.52 0.59  0.11 733.0 714349.  3.09 722.5 269648.
19:31:43 0.98 356.99  83.63 -1.10 1622   2.85   721.3 259253. -0.88 -2.77   2.03  -3.84  -0.67 1.55 1.24 4.30  0.13 749.8 993561.  2.85 720.0 176092.
19:32:24 0.98 356.98  83.62 -1.10 1622   2.60   767.1 210812. -1.42  0.00  -0.53  -3.35  -4.37 3.05 1.18 1.63  0.09 752.8 761335.  2.86 767.4 243920.
19:33:04 0.98 356.98  83.61 -1.10 1622   3.02   704.4 265594.  0.31  1.50   2.26  -5.64  -2.64 0.90 0.51 0.55  0.09 765.6 960920.  3.15 705.1 242777.
19:33:45 0.98 356.98  83.61 -1.10 1622   2.92   725.6 240022.  1.13  2.09   2.73  -5.43  -2.43 0.67 0.40 0.42  0.13 737.6 742208.  2.97 729.8 207226.
19:34:25 0.98 356.98  83.60 -1.10 1622   2.92   718.1 258421.  0.99  2.01   2.40  -5.60  -2.40 0.52 0.46 0.40  0.13 753.71035765.  2.77 720.6 184824.
19:35:06 0.98 356.98  83.59 -1.10 1622   2.63   713.3 201041.  1.42  1.34   2.46  -5.79  -1.67 0.66 0.54 0.59  0.14 717.0 954267.  2.97 712.7 253484.
19:35:46 0.98 356.98  83.59 -1.10 1622   2.84   726.3 208421.  0.94  3.06   1.10  -4.93  -4.12 0.54 0.48 0.56  0.12 741.4 816013.  2.83 721.8 193452.
19:36:27 0.98 356.98  83.58 -1.10 1622   3.10   737.2 262735. -0.67  4.31   1.92  -5.12  -3.24 0.93 1.00 1.36  0.11 743.9 685035.  3.16 737.0 234513.
19:37:07 0.98 356.98  83.58 -1.10 1622   3.15   723.3 245272.  0.64  2.85   1.85  -4.59  -4.08 0.68 0.94 1.06  0.10 745.5 787946.  3.04 721.0 193348.
19:37:48 0.98 356.98  83.57 -1.10 1622   2.81   733.3 249741. -0.06  4.00   1.45  -4.25  -4.71 1.10 0.58 0.43  0.12 730.8 789194.  3.16 737.9 257174.
19:38:28 0.98 356.98  83.56 -1.10 1622   2.69   763.5 234825.  0.54  3.16  -1.35  -4.69  -4.46 0.77 0.48 0.47  0.13 743.21146368.  2.81 761.7 222974.
19:39:09 0.98 356.98  83.56 -1.10 1622   2.72   735.2 236176.  0.01  3.63   0.65  -4.22  -4.91 0.74 0.39 0.41  0.11 737.2 614972.  2.84 734.8 228172.
19:39:49 0.98 356.98  83.55 -1.10 1622   2.92   735.3 212735. -0.30  4.36   1.07  -3.59  -5.20 0.41 0.54 0.53  0.11 740.9 829526.  2.77 733.2 200885.
19:40:30 0.98 356.98  83.54 -1.10 1622   2.94   732.9 259305. -0.16  3.96   0.95  -3.61  -5.23 0.35 0.35 0.46  0.09 751.11118509.  2.67 735.8 220012.
19:41:10 0.98 356.98  83.54 -1.10 1622   2.87   737.1 218972. -0.56  4.56   0.63  -3.81  -5.16 0.44 0.29 0.29  0.12 737.3 847822.  2.92 736.9 264087.
19:41:51 0.98 356.98  83.53 -1.10 1622   2.66   729.7 250313. -0.28  4.42   0.87  -3.65  -5.36 0.44 0.47 0.41  0.08 745.1 473599.  2.69 732.6 202600.
19:42:31 0.98 356.98  83.53 -1.10 1622   2.64   729.5 205407. -0.98  4.66   0.53  -3.44  -5.56 0.69 0.27 0.36  0.11 739.8 947407.  2.49 736.0 258837.
19:43:12 0.98 356.98  83.52 -1.10 1622   2.92   740.6 240438. -0.94  4.67  -0.55  -4.45  -4.55 0.56 0.91 0.94  0.08 741.0 819963.  2.78 742.0 197246.
19:43:52 0.98 356.98  83.51 -1.10 1622   2.82   762.9 225469. -0.42  3.99  -1.62  -3.95  -4.98 0.59 0.48 0.38  0.13 750.1 842000.  2.85 759.9 195115.
19:44:33 0.98 356.98  83.51 -1.10 1622   2.82   767.3 208161. -1.42  4.34  -1.83  -2.89  -5.55 0.56 0.58 0.53  0.10 766.51092937.  2.78 761.7 187631.
19:45:13 0.98 356.98  83.50 -1.10 1622   3.03   775.3 207226. -2.21  4.43  -0.51  -2.87  -5.64 1.40 0.59 0.62  0.10 745.2 726823.  2.99 771.9 235708.
19:45:54 0.98 356.98  83.49 -1.10 1622   2.98   750.9 214294. -1.29  4.57   0.39  -3.21  -5.58 0.63 0.48 0.51  0.10 747.4 690233.  2.99 744.8 209201.
19:46:34 0.98 356.98  83.49 -1.10 1622   2.65   724.7 254107. -0.35  4.08   2.08  -3.32  -5.23 0.58 0.34 0.36  0.12 742.3 794807.  2.49 726.7 181914.
19:47:15 0.98 356.98  83.48 -1.10 1622   2.67   720.9 235448. -1.46  4.63   1.72  -2.97  -5.48 0.40 0.22 0.25  0.08 745.3 530772.  2.78 716.8 212579.
19:47:55 0.98 356.98  83.48 -1.10 1622   2.53   728.9 191529. -1.04  4.57   1.66  -3.48  -5.19 0.71 0.37 0.32  0.10 729.71162376.  2.77 721.7 186695.
19:48:36 0.98 356.98  83.47 -1.10 1622   2.84   740.5 236228. -1.52  4.90   0.74  -2.93  -5.82 0.48 0.37 0.48  0.08 742.9 857801.  2.81 736.5 213878.
19:49:16 0.98 356.98  83.46 -1.10 1622   2.97   743.2 205718. -2.34  4.58   0.44  -2.41  -5.97 0.48 0.98 0.77  0.09 738.71052396.  2.91 754.5 222558.
19:49:57 0.98 356.98  83.46 -1.10 1622   2.70   723.5 225833. -0.01  3.74   1.62  -4.06  -5.05 0.40 0.37 0.44  0.10 746.81023706.  2.64 724.6 209357.
19:50:37 0.98 356.98  83.45 -1.10 1622   2.71   724.2 193920. -0.54  4.40   1.35  -4.22  -5.16 0.33 0.23 0.22  0.11 751.91080047.  2.73 722.7 173961.
19:51:18 0.98 356.98  83.44 -1.10 1622   2.75   722.2 232070. -0.32  4.03   1.27  -4.25  -4.73 0.76 0.54 0.50  0.07 732.1 781501.  2.94 722.0 232901.
19:51:58 0.98 356.98  83.44 -1.10 1622   2.66   740.7 219024. -0.51  4.18  -0.03  -3.85  -5.12 0.43 0.30 0.31  0.11 732.81172979.  2.94 741.5 243868.
19:52:39 0.98 356.98  83.43 -1.10 1622   2.68   747.9 205147. -0.65  4.16  -0.86  -3.34  -5.23 0.72 0.35 0.31  0.09 754.51057178.  2.95 743.2 203899.
19:53:19 0.98 356.98  83.42 -1.10 1622   2.86   755.8 226664. -1.41  4.27  -0.03  -3.84  -4.44 1.50 1.32 1.48  0.08 735.21127033.  2.84 755.7 195427.
19:54:00 0.98 356.98  83.42 -1.10 1622   2.60   714.8 203587.  0.56  2.75   2.38  -4.62  -3.23 0.93 0.47 1.14  0.07 756.61393146.  3.04 712.0 283837.
19:54:40 0.98 356.98  83.41 -1.10 1622   2.58   705.2 278016.  0.54  2.50   4.25  -4.19  -0.48 0.54 0.51 0.89  0.12 746.31037220.  2.79 704.9 243868.
19:55:21 0.98 356.98  83.41 -1.10 1622   2.67   694.2 231810. -0.23  0.55   3.88  -3.61  -2.20 0.60 0.87 1.73  0.07 740.6 966741.  2.87 696.5 313619.
19:56:01 0.98 356.98  83.40 -1.10 1622   2.78   713.7 287060. -0.48  4.24   3.22  -2.44  -4.01 0.38 0.70 0.67  0.12 750.61230983.  2.61 708.3 220739.
19:56:42 0.98 356.98  83.39 -1.10 1622   2.55   714.6 272247. -1.17  4.49   2.95  -2.28  -4.43 0.56 0.55 0.39  0.09 772.41511650.  2.70 713.5 280979.
19:57:22 0.98 356.98  83.39 -1.10 1622   2.78   713.5 283941. -1.80  4.67   2.74  -2.03  -4.79 0.42 0.33 0.30  0.09 754.4 884828.  2.78 706.9 283370.
