1974/353   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 7:32:53 0.98 357.14  90.35 -1.06 1622   3.75   745.0 344648. -4.99  4.86   5.61   0.35  -3.59 0.34 1.03 0.97  0.17 793.5 861751.  3.72 744.1 322975.
 7:33:33 0.98 357.14  90.35 -1.06 1622   3.20   746.7 334513. -6.26  4.72   5.50  -1.95  -2.95 0.58 0.93 1.25  0.18 788.81364248.  3.39 740.8 302185.
 7:34:14 0.98 357.14  90.34 -1.06 1622   3.92   758.3 345220. -2.25  4.15   3.81  -3.93  -2.48 1.16 1.96 1.93  0.15 806.2 812271.  3.81 756.1 281550.
 7:34:54 0.98 357.14  90.33 -1.06 1622   3.46   758.4 277964. -0.91  2.53   3.94  -5.27  -0.30 0.59 0.85 0.58  0.18 802.31244289.  3.40 758.5 233057.
 7:35:35 0.98 357.14  90.33 -1.06 1622   3.52   761.3 352861. -0.97  2.92   4.13  -4.94  -1.61 0.39 0.60 0.71  0.11 799.2 746158.  3.48 758.4 311904.
 7:36:15 0.98 357.14  90.32 -1.06 1622   3.91   759.1 275989. -0.83  3.50   4.35  -4.81  -1.54 0.58 0.61 0.72  0.14 781.8 787738.  3.55 758.1 238463.
 7:36:56 0.98 357.14  90.31 -1.06 1622   3.44   754.3 245064. -0.80  3.14   5.09  -4.64   0.62 0.40 0.53 0.67  0.13 812.51164039.  3.58 751.3 296155.
 7:37:36 0.98 357.14  90.31 -1.06 1622   3.38   747.2 317102. -1.40  1.40   5.46  -3.99   1.19 0.43 0.38 0.48  0.11 780.2 870691.  3.63 743.5 285968.
 7:38:17 0.98 357.14  90.30 -1.06 1622   3.43   741.8 288983. -1.67  1.67   4.73  -4.94   0.52 0.35 0.45 0.40  0.14 791.71021004.  3.60 747.5 324690.
 7:38:57 0.98 357.14  90.29 -1.06 1622   3.60   756.3 296571. -0.98  1.88   4.38  -5.25   0.47 0.63 0.89 0.52  0.15 805.61151773.  3.43 757.0 273650.
 7:39:38 0.98 357.14  90.29 -1.06 1622   3.75   751.3 358214. -1.52  2.45   4.83  -5.00   0.09 0.50 0.55 0.51  0.15 801.8 887115.  3.97 749.4 354420.
 7:40:18 0.98 357.14  90.28 -1.06 1622   3.69   752.1 310501. -1.17  1.76   4.13  -5.53   0.26 0.87 0.86 0.73  0.18 796.31233686.  3.57 747.9 283162.
 7:40:59 0.98 357.14  90.28 -1.06 1622   3.11   751.6 238515. -1.02  3.54   4.14  -5.32  -0.69 0.68 1.04 1.70  0.11 798.6 882333.  3.55 752.5 345220.
 7:41:39 0.98 357.14  90.27 -1.06 1622   3.18   759.3 297767.  0.00  1.49   3.70  -6.17   0.19 0.34 0.50 0.73  0.13 790.1 970068.  3.39 756.3 289191.
 7:42:20 0.98 357.14  90.26 -1.06 1622   3.25   771.6 296831.  1.04  2.18   2.68  -6.67  -0.30 0.51 0.38 0.29  0.15 793.8 942625.  3.51 766.7 308630.
 7:43:00 0.98 357.14  90.26 -1.06 1622   3.26   783.2 244128.  0.43  1.77   3.51  -5.93   0.04 1.51 0.96 0.48  0.16 789.01035141.  3.44 779.8 326613.
 7:43:41 0.98 357.14  90.25 -1.06 1622   3.87   789.5 314919.  1.47  2.46   2.88  -6.34  -0.59 1.60 0.71 0.49  0.11 804.31115182.  3.81 786.4 293453.
 7:44:21 0.98 357.14  90.24 -1.06 1622   3.27   751.5 301977. -0.75  2.99   3.61  -5.90  -2.01 0.63 0.38 0.55  0.14 797.11329529.  3.34 753.7 292777.
 7:45:02 0.98 357.14  90.24 -1.06 1622   3.32   773.4 290542. -0.08  4.75   2.34  -6.64  -1.90 0.27 0.45 0.62  0.12 802.2 751563.  3.35 772.3 278692.
 7:45:42 0.98 357.14  90.23 -1.06 1622   3.31   773.8 289762.  0.30  3.86   1.94  -6.38  -2.77 0.60 0.52 0.57  0.13 813.3 868404.  3.32 780.9 312840.
 7:46:23 0.98 357.14  90.23 -1.06 1622   3.05   781.9 194336.  0.07  4.49   3.00  -5.79  -1.88 1.06 0.58 0.64  0.13 801.2 697925.  2.76 780.9 180874.
 7:47:03 0.98 357.14  90.22 -1.06 1622   3.34   781.1 281135. -0.07  4.07   1.31  -6.28  -2.49 0.78 0.50 0.36  0.15 786.61209777.  3.50 783.3 311644.
 7:47:44 0.98 357.14  90.21 -1.06 1622   3.57   798.8 304627.  0.26  4.32  -0.46  -6.14  -3.14 0.51 0.41 0.33  0.19 814.21040754.  3.65 796.3 281914.
 7:48:24 0.98 357.14  90.21 -1.06 1622   3.57   794.2 260396. -0.09  5.18   2.78  -5.78  -1.49 1.58 0.83 1.30  0.14 812.0 819339.  3.58 796.4 309825.
 7:49:05 0.98 357.14  90.20 -1.06 1622   3.21   766.5 237943. -0.07  2.82   0.82  -5.95  -2.35 1.52 0.60 1.05  0.14 804.5 857593.  3.43 764.1 280927.
 7:58:09 0.98 357.14  90.12 -1.19 1622  -1.00    -1.0     -1. -1.00 -1.00   6.43   2.11   0.55 0.30 0.31 0.26 -1.00  -1.0     -1. -1.00  -1.0     -1.
 7:58:29 0.98 357.13  90.11 -1.06 1622   3.73   751.4 338827. -6.67  2.69   6.45   1.89   1.15 0.25 0.40 0.58  0.14 799.6 835763.  4.03 751.3 323339.
 7:58:50 0.98 357.13  90.11 -1.06 1622   3.73   751.4 339035. -6.67  2.69   6.51   0.49   1.42 0.25 1.25 0.73  0.14 799.6 837427.  4.02 751.3 322559.
 7:59:10 0.98 357.13  90.11 -1.06 1622   3.79   744.0 315802. -4.80  1.22   6.17  -2.19   1.13 0.53 1.61 0.92  0.13 773.7 846366.  3.90 742.4 257122.
 7:59:50 0.98 357.13  90.10 -1.06 1622   3.68   746.9 361696. -1.98  2.52   6.41  -2.76   1.32 0.50 0.92 0.78  0.14 804.4 903955.  4.04 746.3 303952.
 8:00:31 0.98 357.13  90.09 -1.06 1622   3.78   748.2 313255. -2.32  0.75   5.84  -3.54   2.18 0.35 0.37 0.55  0.16 799.41259258.  3.70 742.1 296155.
 8:01:11 0.98 357.13  90.09 -1.06 1622   3.73   735.4 275885. -3.16  1.55   6.50  -2.97   0.77 0.24 0.52 0.74  0.18 795.51007282.  3.81 741.8 348183.
 8:01:52 0.98 357.13  90.08 -1.06 1622   3.77   743.8 320064. -2.37  3.98   6.51  -2.89  -0.41 0.35 0.57 0.51  0.15 781.6 938051.  3.73 741.2 289555.
 8:02:32 0.98 357.13  90.07 -1.06 1622   3.61   733.6 261176. -3.47  3.19   6.84  -1.69  -0.88 0.24 0.42 0.43  0.15 798.6 810399.  3.57 743.5 342725.
 8:03:13 0.98 357.13  90.07 -1.06 1622   3.87   741.2 314243. -2.46  3.26   6.22  -3.18  -0.44 0.24 0.43 0.50  0.16 775.01001669.  3.80 736.4 291218.
 8:03:53 0.98 357.13  90.06 -1.06 1622   3.59   739.0 284617. -2.50  2.56   6.49  -2.74   1.13 0.33 0.53 0.60  0.13 788.1 925993.  3.49 735.5 208265.
 8:04:34 0.98 357.13  90.06 -1.06 1622   3.90   740.7 291218. -3.01  1.82   6.29  -3.45   1.32 0.34 0.69 0.62  0.16 800.41340963.  3.94 734.3 271259.
 8:05:14 0.98 357.13  90.05 -1.06 1622   3.85   746.3 332642. -2.04  2.30   6.41  -3.12  -0.36 0.36 0.64 0.67  0.16 782.81421005.  3.81 741.1 228172.
 8:05:55 0.98 357.13  90.04 -1.06 1622   3.79   741.0 306187. -3.31  3.64   6.12  -3.34  -0.42 0.91 1.37 1.20  0.17 780.6 929319.  3.90 736.1 270168.
 8:06:35 0.98 357.13  90.04 -1.06 1622   3.59   772.6 306031. -1.36  0.01   4.54  -5.19   1.28 0.84 0.63 1.30  0.15 796.1 911855.  3.81 765.1 300314.
 8:07:16 0.98 357.13  90.03 -1.06 1622   4.00   746.0 314243. -1.85  2.96   5.16  -4.89   0.23 0.79 0.92 0.91  0.16 799.81136388.  4.11 740.7 290074.
 8:07:56 0.98 357.13  90.02 -1.06 1622   3.63   757.4 331499. -1.27  2.18   5.58  -4.46  -0.55 0.44 0.82 1.23  0.10 814.3 792104.  3.62 751.2 303016.
 8:08:37 0.98 357.13  90.02 -1.06 1622   3.44   755.3 303900. -0.61  2.73   5.59  -4.35  -0.65 1.07 1.11 0.58  0.11 787.0 838882.  3.38 752.8 236592.
 8:09:17 0.98 357.13  90.01 -1.06 1622   3.65   735.0 278588. -3.21  3.10   6.70  -2.63  -0.75 0.26 0.27 0.27  0.14 788.81156555.  3.58 740.6 335605.
 8:09:58 0.98 357.13  90.00 -1.06 1622   3.83   744.6 306135. -2.55  3.19   6.56  -2.54   0.08 0.20 0.40 0.50  0.12 783.1 800004.  3.79 740.5 242101.
 8:10:38 0.98 357.13  90.00 -1.06 1622   3.83   746.9 347195. -2.30  2.44   6.33  -3.14  -0.06 0.27 0.23 0.49  0.14 789.8 999174.  3.72 745.6 340023.
 8:11:19 0.98 357.13  89.99 -1.06 1622   3.31   745.4 338619. -1.85  3.50   6.14  -3.51  -0.67 0.34 0.44 0.45  0.17 803.01406244.  3.26 739.5 303380.
 8:11:59 0.98 357.13  89.99 -1.06 1622   3.43   739.7 250313. -2.24  2.92   6.57  -2.62  -0.47 0.31 0.58 0.37  0.14 776.1 992521.  3.76 744.5 327029.
 8:12:40 0.98 357.13  89.98 -1.06 1622   3.80   743.8 311124. -1.80  2.57   5.85  -3.94  -0.46 0.32 0.48 0.53  0.17 800.21015598.  3.99 742.1 257486.
 8:13:20 0.98 357.13  89.97 -1.06 1622   3.78   749.6 331447. -1.72  3.42   6.30  -3.34  -0.68 0.42 0.68 0.63  0.13 791.3 883997.  3.64 744.6 317050.
 8:14:01 0.98 357.13  89.97 -1.06 1622   3.73   745.0 296155. -2.18  3.50   5.32  -4.63  -0.60 0.62 0.83 0.39  0.16 804.61376307.  4.04 739.6 267569.
 8:14:41 0.98 357.13  89.96 -1.06 1622   3.62   756.1 327756. -1.16  3.15   5.25  -4.88  -1.43 0.29 0.33 0.43  0.17 799.4 988363.  3.78 750.8 310605.
 8:15:22 0.98 357.13  89.95 -1.06 1622   3.53   762.2 299066. -0.63  4.58   4.57  -5.37  -1.61 0.57 0.72 0.57  0.17 811.3 822250.  3.99 771.1 364139.
 8:16:02 0.98 357.13  89.95 -1.06 1622   3.63   755.5 247143. -1.07  3.50   5.05  -5.14  -0.95 0.46 0.46 0.44  0.16 801.8 604993.  3.69 754.1 310605.
 8:16:43 0.98 357.13  89.94 -1.06 1622   3.50   748.8 291738. -1.23  3.03   5.10  -5.14  -1.08 0.31 0.35 0.37  0.18 792.41244081.  3.59 746.2 294180.
 8:17:23 0.98 357.13  89.94 -1.06 1622   4.03   757.6 355407. -1.13  3.30   4.64  -5.31  -0.93 0.51 0.48 0.47  0.13 796.5 833061.  3.85 757.8 305095.
 8:18:04 0.98 357.13  89.93 -1.06 1622   3.94   763.9 282902. -0.61  3.61   4.20  -5.73   0.65 0.53 0.89 0.93  0.17 801.41170484.  3.86 768.0 324950.
 8:18:44 0.98 357.13  89.92 -1.06 1622   3.80   753.0 283785. -0.87  2.54   4.55  -5.66  -0.50 0.33 0.57 0.62  0.16 797.3 849901.  3.90 757.7 332850.
 8:19:25 0.98 357.13  89.92 -1.06 1622   4.00   757.6 306810. -0.45  3.46   3.97  -5.92  -1.09 0.52 0.53 0.41  0.18 812.51021004.  4.05 756.5 298702.
 8:20:05 0.98 357.13  89.91 -1.06 1622   3.89   766.4 336280. -0.57  3.22   4.36  -5.70  -0.96 0.29 0.24 0.37  0.15 795.61098134.  3.96 762.0 308889.
 8:20:46 0.98 357.13  89.90 -1.06 1622   3.99   759.2 309877. -0.59  3.78   4.11  -5.71  -1.83 0.35 0.43 0.32  0.14 794.61430985.  3.80 761.3 261956.
 8:21:26 0.98 357.13  89.90 -1.06 1622   3.69   770.3 323806. -0.58  3.92   4.15  -5.64  -1.08 1.05 0.89 0.77  0.18 797.41023706.  3.81 766.2 278744.
 8:22:07 0.98 357.13  89.89 -1.06 1622   3.98   768.3 279419. -0.18  3.50   3.36  -6.32  -1.32 0.82 0.59 0.61  0.15 814.1 981502.  3.81 768.2 260760.
 8:22:47 0.98 357.13  89.88 -1.06 1622   3.50   750.0 292985. -1.41  4.15   5.34  -4.37  -2.11 0.53 0.72 0.48  0.14 802.4 709567.  3.66 753.8 297871.
 8:23:28 0.98 357.13  89.88 -1.06 1622   3.81   748.9 292829. -1.28  3.42   5.86  -4.18  -1.17 0.30 0.37 0.33  0.18 799.81257387.  3.99 741.8 299014.
 8:24:08 0.98 357.13  89.87 -1.06 1622   3.80   739.8 248390. -1.67  3.30   5.82  -4.26  -0.58 0.30 0.53 0.78  0.17 796.1 972355.  3.83 739.0 226197.
 8:24:49 0.98 357.13  89.87 -1.06 1622   4.00   752.7 350782. -1.99  2.54   4.40  -5.17  -2.04 0.92 1.12 0.90  0.15 777.4 949485.  4.58 752.4 337476.
 8:25:29 0.98 357.13  89.86 -1.06 1622   4.18   734.8 267933. -2.65  3.14   5.88  -4.08  -0.31 0.35 0.53 0.54  0.18 778.31219341.  4.01 744.5 327133.
 8:26:10 0.98 357.13  89.85 -1.06 1622   3.68   760.0 290334. -0.68  3.90   4.49  -5.55  -1.40 0.58 0.58 0.47  0.14 793.11476307.  3.78 761.8 254055.
 8:26:50 0.98 357.13  89.85 -1.06 1622   3.98   763.8 320688. -0.60  3.90   3.39  -6.22  -1.69 0.41 0.29 0.28  0.14 800.5 832437.  4.04 762.4 306187.
 8:27:31 0.98 357.13  89.84 -1.06 1622   3.75   766.1 290698. -0.20  4.33   2.78  -6.25  -2.13 0.42 0.35 0.32  0.16 801.01123706.  3.79 765.9 257174.
 8:28:11 0.98 357.13  89.83 -1.06 1622   4.09   775.6 329732.  0.26  4.35   2.41  -6.32  -2.38 0.46 0.46 0.44  0.18 797.8 971315.  4.08 773.0 322871.
 8:28:52 0.98 357.13  89.83 -1.06 1622   3.56   746.6 302185. -1.54  3.73   5.47  -4.19  -0.66 0.71 0.81 0.67  0.14 778.0 946783.  3.73 739.9 276093.
 8:29:32 0.98 357.13  89.82 -1.06 1622   4.21   737.1 283214. -2.28  3.23   6.17  -3.20   0.04 0.50 0.72 0.71  0.16 794.0 873394.  4.31 741.8 303796.
 8:30:13 0.98 357.13  89.81 -1.06 1622   3.79   739.6 313827. -2.97  2.11   6.55  -1.68   1.38 0.25 0.71 0.55  0.15 797.51247823.  3.86 736.3 288307.
 8:30:53 0.98 357.13  89.81 -1.06 1622   4.46   739.8 269180. -4.10  0.98   6.00  -0.28   2.77 0.49 1.62 1.06  0.15 802.0 713102.  4.55 744.9 298910.
 8:31:34 0.98 357.13  89.80 -1.06 1622   3.61   744.9 312008. -5.31  0.17   5.92  -0.18   3.65 0.50 0.64 0.70  0.13 805.01419342.  3.81 740.1 287683.
 8:32:14 0.98 357.13  89.80 -1.06 1622   3.77   734.4 268505. -2.75  1.86   5.72  -3.58   1.13 0.50 0.96 1.22  0.13 790.9 880670.  4.00 742.3 330667.
 8:32:55 0.98 357.13  89.79 -1.06 1622   3.53   738.4 310033. -3.72  1.52   6.05  -0.01   2.24 0.46 2.17 1.06  0.15 800.31355101.  4.08 732.8 305355.
 8:33:35 0.98 357.13  89.78 -1.06 1622   3.91   739.2 272143. -6.23  1.72   6.32   2.33   1.71 0.27 0.51 0.35  0.13 803.1 950317.  3.85 743.9 305407.
 8:34:16 0.98 357.13  89.78 -1.06 1622   3.92   744.3 293972. -6.62  1.41   6.18   3.35   1.10 0.26 0.34 0.38  0.13 777.1 773393.  4.04 741.9 281083.
 8:34:56 0.98 357.13  89.77 -1.06 1622   3.81   744.2 271519. -7.31  2.70   5.99   3.90   0.68 0.36 0.47 0.37  0.12 814.2 931190.  3.77 750.3 316686.
 8:35:37 0.98 357.13  89.76 -1.06 1622   3.87   754.6 312476. -8.04  3.17   5.42   4.75   0.39 0.26 0.34 0.41  0.14 802.01246368.  4.15 753.9 311800.
 8:36:17 0.98 357.13  89.76 -1.06 1622   3.63   753.1 251821. -8.26  2.45   5.90   3.89   1.14 0.45 0.65 0.54  0.13 792.9 979215.  3.95 758.6 303224.
 8:36:58 0.98 357.13  89.75 -1.06 1622   3.73   749.6 304420. -7.44  1.58   5.47   4.14   1.83 0.35 0.66 0.54  0.16 790.81216015.  3.95 750.1 292413.
 8:37:38 0.98 357.13  89.75 -1.06 1622   3.80   758.0 303432. -7.77  1.52   5.09   4.36   2.44 0.28 0.44 0.48  0.15 786.21226618.  3.83 756.4 301977.
 8:38:19 0.98 357.13  89.74 -1.06 1622   3.74   754.2 292777. -7.60  0.96   4.85   4.63   1.98 0.57 0.57 0.46  0.16 803.91234934.  3.55 755.2 252080.
 8:38:59 0.98 357.13  89.73 -1.06 1622   3.84   743.0 290854. -7.44  1.39   5.37  -1.86   1.45 1.09 3.59 1.31  0.11 791.71031191.  3.92 749.0 305823.
 8:39:40 0.98 357.13  89.73 -1.06 1622   3.33   745.9 336748. -3.39  0.75   6.20  -1.70   2.62 0.43 0.83 0.85  0.15 794.61075473.  3.95 738.6 290490.
 8:40:20 0.98 357.13  89.72 -1.06 1622   3.99   742.4 298858. -1.66  3.20   5.85  -3.64  -0.08 0.82 1.04 0.99  0.16 791.3 815181.  4.18 747.1 336176.
 8:41:01 0.98 357.13  89.71 -1.06 1622   3.95   743.1 310657. -3.13  1.64   6.54  -0.61   1.21 0.48 1.76 0.99  0.17 793.01462170.  4.23 739.3 289866.
 8:41:41 0.98 357.13  89.71 -1.06 1622   4.04   736.7 283733. -6.54  2.20   6.40   1.58   1.70 0.40 1.12 1.34  0.15 777.41288988.  4.03 745.2 347871.
 8:42:22 0.98 357.13  89.70 -1.06 1622   3.80   740.2 323962. -5.37  1.55   5.75   2.57   2.01 1.13 1.56 1.44  0.15 771.7 936388.  3.97 736.1 317361.
 8:43:02 0.98 357.13  89.70 -1.06 1622   4.34   756.4 355667. -5.64  0.26   5.55   1.02   3.95 0.43 0.82 0.52  0.18 795.1 813518.  4.10 754.6 336332.
 8:43:43 0.98 357.13  89.69 -1.06 1622   4.14   745.3 329732. -4.15  0.61   6.29  -1.15   2.53 0.32 0.81 0.79  0.16 797.21384830.  4.05 741.4 298130.
 8:44:23 0.98 357.13  89.68 -1.06 1622   3.96   745.8 373547. -3.69  0.85   6.83   0.86   0.80 0.28 1.25 0.86  0.16 800.4 860504.  3.91 748.5 321935.
 8:45:04 0.98 357.12  89.68 -1.06 1622   4.14   742.2 329576. -6.14  2.69   6.81  -0.91   0.91 0.33 1.66 0.67  0.18 792.51327242.  4.20 740.7 309565.
 8:45:44 0.98 357.12  89.67 -1.06 1622   4.13   737.9 293972. -2.44  2.34   6.08  -3.26   1.07 0.35 0.59 0.41  0.18 790.2 938051.  4.21 745.1 327964.
 8:46:25 0.98 357.12  89.66 -1.06 1622   3.93   751.0 341582. -1.93  1.98   5.40  -4.23   0.17 0.48 0.67 0.61  0.15 794.21247200.  4.20 743.7 290646.
 8:47:05 0.98 357.12  89.66 -1.06 1622   3.90   749.0 293920. -1.46  1.50   4.83  -4.41  -0.62 0.62 0.62 1.15  0.16 812.51438677.  3.97 747.6 300417.
 8:47:46 0.98 357.12  89.65 -1.06 1622   3.82   760.7 342102. -0.65  2.95   3.80  -5.43  -0.31 0.47 0.63 0.61  0.15 807.0 993768.  4.12 765.0 380771.
 8:48:26 0.98 357.12  89.64 -1.06 1622   3.73   746.3 389191. -1.73  2.90   4.30  -5.22  -0.39 0.69 1.05 0.89  0.15 802.5 693975.  3.93 747.8 341166.
 8:49:07 0.98 357.12  89.64 -1.06 1622   3.98   748.7 314919. -1.19  2.69   4.51  -5.38  -0.51 0.35 0.40 0.34  0.17 789.51131399.  4.03 744.0 313931.
 8:49:47 0.98 357.12  89.63 -1.06 1622   3.81   754.4 359877. -0.69  2.82   4.26  -5.35  -0.13 0.43 0.57 0.37  0.15 787.3 840753.  4.00 754.0 331291.
 8:50:28 0.98 357.12  89.63 -1.06 1622   3.74   748.6 328796. -1.33  3.21   4.75  -4.72  -0.97 0.53 0.72 0.66  0.12 779.5 762582.  3.77 746.3 322351.
 8:51:08 0.98 357.12  89.62 -1.06 1622   3.74   762.5 257226. -0.35  3.50   3.52  -5.73  -1.72 0.81 0.68 0.68  0.13 799.8 812271.  3.73 763.0 312476.
 8:51:49 0.98 357.12  89.61 -1.06 1622   3.95   774.3 344337. -0.37  4.21   1.64  -6.32  -2.50 0.54 0.39 0.29  0.17 794.21292314.  4.07 773.2 386177.
 8:52:29 0.98 357.12  89.61 -1.06 1622   3.74   788.2 333994. -0.06  3.90   0.78  -6.43  -2.71 0.60 0.49 0.42  0.17 794.2 912687.  3.52 787.2 243452.
 8:53:10 0.98 357.12  89.60 -1.06 1622   3.61   784.8 306654. -0.59  4.91   1.00  -6.23  -2.95 0.83 0.54 0.76  0.19 794.21269029.  3.85 792.7 355303.
 8:53:50 0.98 357.12  89.59 -1.06 1622   3.79   767.2 327445. -0.65  4.00   2.71  -5.97  -2.49 0.55 0.39 0.42  0.17 789.4 834932.  3.89 763.8 326301.
 8:54:31 0.98 357.12  89.59 -1.06 1622   3.79   761.8 332798. -0.55  4.54   1.75  -5.52  -3.50 0.91 0.76 0.46  0.16 797.01286285.  3.71 763.0 266789.
 8:55:11 0.98 357.12  89.58 -1.06 1622   3.64   770.1 318245. -1.59  5.31   1.42  -5.41  -3.09 1.49 0.83 1.04  0.15 795.1 913103.  3.65 770.3 310605.
 8:55:52 0.98 357.12  89.57 -1.06 1622   3.90   785.2 319700. -1.59  5.81   0.85  -5.81  -1.69 1.31 1.17 1.44  0.12 786.31146368.  4.00 787.1 302964.
 8:56:32 0.98 357.12  89.57 -1.06 1622   3.45   789.8 322299. -1.38  4.30   2.03  -4.35  -0.98 3.29 1.24 2.27  0.16 794.7 881086.  3.60 787.0 309305.
 8:57:13 0.98 357.12  89.56 -1.06 1622   3.84   749.7 343349. -1.84  2.38   5.20  -3.88   0.16 0.43 0.43 0.32  0.16 804.71200422.  3.95 745.1 315074.
 8:57:53 0.98 357.12  89.56 -1.06 1622   3.87   739.9 287735. -2.67  2.08   4.89  -3.48  -0.10 0.85 0.90 1.26  0.16 781.01234310.  3.91 743.0 341998.
 8:58:34 0.98 357.12  89.55 -1.06 1622   3.59   749.3 323702. -2.25  3.29   5.10  -3.50  -0.30 0.49 0.73 1.02  0.17 790.61177553.  4.11 751.1 404784.
 8:59:14 0.98 357.12  89.54 -1.06 1622   4.07   736.3 323806. -3.46  3.15   5.74  -2.64   0.57 0.23 0.52 0.46  0.16 778.21236181.  4.04 743.1 389399.
 8:59:55 0.98 357.12  89.54 -1.06 1622   3.75   740.7 318505. -3.20  1.93   5.79  -1.91   1.31 0.34 0.66 0.70  0.14 781.1 786491.  4.15 735.9 315906.
 9:00:35 0.98 357.12  89.53 -1.06 1622   4.32   746.0 420948. -1.51  2.90   5.65  -0.57   1.65 0.42 1.69 1.55  0.15 794.51011232.  4.46 748.4 418453.
 9:01:16 0.98 357.12  89.52 -1.06 1622   3.88   748.1 385085. -6.87  1.21   4.89   3.18   2.10 0.65 0.62 0.89  0.18 778.2 831190.  4.02 753.6 425574.
 9:01:56 0.98 357.12  89.52 -1.06 1622   4.26   753.1 360761. -6.63  0.90   4.25   4.39   1.64 0.56 0.65 0.68  0.13 800.6 985868.  4.25 756.7 349534.
 9:02:37 0.98 357.12  89.51 -1.06 1622   4.02   742.1 346104. -6.89  2.42   5.80   2.83   1.52 0.36 0.65 0.58  0.16 805.71301670.  4.16 742.4 325210.
 9:03:17 0.98 357.12  89.51 -1.06 1622   3.97   754.6 387736. -8.04  2.28   3.39   5.35   0.62 1.51 1.08 0.75  0.13 800.4 747405.  4.14 757.5 348599.
 9:03:58 0.98 357.12  89.50 -1.06 1622   4.10   777.4 311540. -8.99  1.91   2.21   5.64   1.44 0.63 0.79 0.75  0.17 774.4 855930.  4.36 782.1 336073.
 9:04:38 0.98 357.12  89.49 -1.06 1622   4.35   776.9 407695. -7.71  3.23   0.59   2.57  -0.47 2.02 2.94 1.49  0.12 791.51015806.  4.48 779.7 394753.
 9:05:19 0.98 357.12  89.49 -1.06 1622   4.44   771.7 474847. -3.60  3.50  -0.54   4.67  -1.44 1.12 1.65 1.24  0.16 797.71336805.  4.64 772.7 449535.
 9:05:59 0.98 357.12  89.48 -1.06 1622   4.17   796.6 399171.  0.00  3.38  -0.64  -5.78  -0.33 0.83 0.44 0.52  0.19 812.11407076.  4.11 795.4 483527.
 9:06:40 0.98 357.12  89.47 -1.06 1622   3.91   808.6 349170.  0.16  3.44  -1.19  -5.51  -0.94 0.83 0.42 0.39  0.16 808.5 807489.  4.02 803.0 359929.
 9:07:20 0.98 357.12  89.47 -1.06 1622   3.99   795.6 389087.  0.41  2.94   3.01  -1.33   0.46 2.48 3.32 1.57  0.14 790.7 950109.  4.08 800.0 362112.
 9:08:01 0.98 357.12  89.46 -1.06 1622   3.81   744.9 352029.  0.00  0.68   6.04   1.42   1.86 0.27 0.52 0.43  0.18 792.21594395.  3.91 744.0 333266.
 9:08:41 0.98 357.12  89.45 -1.06 1622   3.96   739.6 311644. -5.56  1.31   5.72   2.23   1.34 0.23 0.21 0.29  0.17 815.11575060.  4.16 745.2 377029.
 9:09:22 0.98 357.12  89.45 -1.06 1622   4.00   742.9 334409. -5.96  1.29   5.84   2.47   0.98 0.21 0.25 0.23  0.13 768.6 958425.  4.36 739.3 307798.
 9:10:02 0.98 357.12  89.44 -1.06 1622   4.13   743.8 368401. -6.31  2.26   5.59   2.43   0.64 0.40 0.27 0.25  0.15 780.31402086.  4.21 743.3 345064.
 9:10:43 0.98 357.12  89.44 -1.06 1622   3.93   742.3 311280. -6.07  2.10   5.88   2.09   0.55 0.36 0.16 0.20  0.17 772.1 964662.  4.27 740.3 315802.
 9:11:23 0.98 357.12  89.43 -1.06 1622   4.07   734.4 297143. -5.90  2.00   5.84   2.02   0.28 0.46 0.28 0.33 -1.00  -1.0     -1.  3.98 739.9 331966.
 9:12:04 0.98 357.12  89.42 -1.06 1622   4.16   754.3 382590. -4.54  2.64   5.17   1.28   0.26 0.86 0.20 0.32  0.15 771.21004995.  4.36 750.3 347559.
 9:12:44 0.98 357.12  89.42 -1.06 1622   4.19   738.5 303432. -4.79  2.25   5.95   1.23   0.81 0.25 0.19 0.29  0.12 800.31003332.  3.97 746.3 354316.
 9:13:25 0.98 357.12  89.41 -1.06 1622   3.97   745.7 326977. -5.43  1.93   6.12   1.51   1.42 0.25 0.37 0.32  0.15 781.41272980.  4.22 742.4 319908.
 9:14:05 0.98 357.12  89.40 -1.06 1622   3.97   737.7 312112. -5.66  1.99   6.40   0.92   1.29 0.22 0.63 0.45  0.13 808.31019548.  4.04 743.6 334409.
 9:14:46 0.98 357.12  89.40 -1.06 1622   4.12   737.7 320532. -4.48  1.81   6.53   0.46   1.31 0.23 0.39 0.35  0.13 816.01125162.  4.24 731.4 304264.
 9:15:26 0.98 357.12  89.39 -1.06 1622   4.12   731.3 286852. -4.05  1.74   6.49   0.16   1.58 0.18 0.41 0.38  0.18 816.41448032.  4.13 739.5 373235.
 9:16:07 0.98 357.12  89.39 -1.06 1622   4.05   742.2 361021. -3.40  0.71   6.29  -0.50   2.14 0.22 0.35 0.40  0.16 772.51001045.  4.14 738.5 313775.
 9:16:47 0.98 357.12  89.38 -1.06 1622   4.26   733.2 298546. -4.07  1.28   6.62  -0.42   1.18 0.21 0.71 0.50  0.19 784.71476515.  4.30 741.1 379108.
