1976/049   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 5:22:46 0.89 350.38 224.29 -6.47 1638   2.35   692.9 153951.  3.12  1.22  -5.19   3.50   1.17 0.30 0.44 0.65  0.05 756.91113519.  2.04 689.9 157069.
 5:23:27 0.89 350.38 224.29 -6.47 1638   2.56   692.7 184045.  2.70  1.28  -5.23   3.46   1.28 0.33 0.46 0.43 -1.00  -1.0     -1.  2.35 690.2 169440.
 5:24:07 0.89 350.41 224.32 -6.43 1638  -1.00    -1.0     -1. -1.00 -1.00  -5.41   3.36   0.92 0.28 0.33 0.46 -1.00  -1.0     -1. -1.00  -1.0     -1.
 5:28:55 0.89 350.37 224.24 -6.47 1638   2.67   700.5 198234.  3.58  1.28  -4.25   4.72   0.73 0.27 0.35 0.29 -1.00  -1.0     -1.  2.15 701.0 181914.
 5:29:36 0.89 350.37 224.23 -6.47 1638   2.64   699.4 178016.  3.46  0.84  -4.22   4.69   0.18 0.35 0.37 0.26  0.06 734.7 592935.  2.38 695.5 173909.
 5:30:17 0.89 350.37 224.22 -6.47 1638   2.80   701.3 195011.  3.52  0.84  -4.27   4.70  -0.02 0.32 0.32 0.35  0.07 733.11002085.  2.17 700.9 194076.
 5:30:57 0.89 350.37 224.22 -6.47 1638   2.24   712.0 170791.  4.17  0.47  -3.97   4.82   0.19 0.59 0.61 0.66  0.04 730.5 892936.  2.10 712.8 209305.
 5:31:38 0.89 350.37 224.21 -6.47 1638   2.58   680.2 138982.  1.74  1.83  -4.50   3.84   0.65 1.37 1.43 0.88  0.06 742.91295433.  2.10 680.1 116996.
 5:32:18 0.89 350.37 224.21 -6.47 1638   2.34   687.7 184304.  0.85  1.99  -5.83   1.58   1.36 0.26 0.60 0.43  0.08 726.8 797094. -1.00  -1.0     -1.
 5:32:59 0.89 350.37 224.20 -6.47 1638   2.53   687.5 139554.  1.97  1.86  -5.55   2.42   1.30 0.39 0.66 0.50  0.07 743.6 957386.  2.34 691.5 173546.
 5:33:39 0.89 350.37 224.19 -6.47 1638   2.64   692.6 166789.  2.73  0.94  -5.05   3.50   0.49 0.32 0.55 0.36  0.08 734.4 918092.  2.32 689.0 160552.
 5:34:20 0.89 350.37 224.19 -6.47 1638   2.49   679.0 127911.  1.26  1.23  -5.76   1.72   0.78 0.50 1.24 0.65  0.08 721.2 723081.  2.32 683.1 181446.
 5:35:00 0.89 350.37 224.18 -6.47 1638   2.29   682.1 190957.  1.05  1.20  -5.81   1.41   0.64 0.23 0.58 0.43  0.09 758.41199175.  2.21 689.6 246311.
 5:35:41 0.89 350.37 224.17 -6.47 1638   2.68   685.3 223806.  0.76  1.17  -5.93   0.78   0.28 0.19 0.39 0.38  0.04 744.5 750108.  2.20 683.9 195635.
 5:36:21 0.89 350.37 224.17 -6.47 1638   2.35   685.2 181966. -0.12  1.37  -5.98  -0.05   0.07 0.23 0.53 0.42 -1.00  -1.0     -1.  2.25 689.2 240646.
 5:37:02 0.89 350.37 224.16 -6.47 1638   2.73   688.7 217049.  1.78  0.61  -5.82   1.17   0.23 0.33 1.04 0.50  0.07 758.0 832853.  2.27 687.1 201145.
 5:37:42 0.89 350.37 224.15 -6.47 1638   2.46   684.9 171726.  1.06  1.24  -5.83   1.07   0.28 0.23 0.42 0.46  0.07 751.91134517.  2.29 682.9 151092.
 5:38:23 0.89 350.37 224.15 -6.47 1638   2.47   676.1 128743.  0.86  0.66  -6.10   1.23   0.09 0.22 0.32 0.41 -1.00  -1.0     -1.  2.10 675.7 109200.
 5:39:03 0.89 350.37 224.14 -6.47 1638   2.21   686.3 177392. -0.21  0.33  -6.28   0.17  -0.50 0.21 0.37 0.33  0.06 735.1 580461.  2.17 682.4 146362.
 5:39:44 0.89 350.37 224.14 -6.47 1638   2.45   687.4 230719.  1.27  0.48  -6.02   0.91  -0.54 0.24 0.70 0.37  0.07 721.3 870067.  2.13 686.1 216321.
 5:40:24 0.89 350.37 224.13 -6.47 1638   2.40   687.9 281446.  1.15  0.22  -5.69   1.96  -1.17 0.22 0.61 0.49  0.07 751.1 956554.  2.12 691.3 257590.
 5:41:05 0.89 350.37 224.13 -6.47 1638   2.96   688.4 196727.  0.71 -0.84  -5.64   0.55  -2.08 0.24 0.68 0.62  0.07 744.1 923706.  2.50 685.9 174429.
 5:41:45 0.89 350.37 224.12 -6.47 1638   2.60   688.4 174481.  0.96 -1.54  -5.28   2.45  -1.68 0.33 0.85 0.97  0.07 756.21069860.  2.22 685.4 171103.
 5:42:26 0.89 350.37 224.11 -6.47 1638   2.79   687.6 220375.  2.01 -0.83  -5.41   2.21  -2.00 0.42 0.37 0.48  0.06 716.1 680461.  2.31 688.2 186903.
 5:43:06 0.89 350.37 224.11 -6.47 1638   2.39   689.0 174169.  1.35 -1.61  -5.45   2.21  -2.05 0.32 0.45 0.41  0.08 746.11058633.  2.21 685.6 161124.
 5:43:47 0.89 350.37 224.10 -6.47 1638   2.66   689.6 196675.  2.06 -0.81  -5.44   2.56  -1.53 0.25 0.29 0.44  0.06 743.61152813.  2.38 689.4 178431.
 5:44:27 0.89 350.37 224.09 -6.47 1638   2.46   687.3 169284.  2.27 -0.63  -5.48   2.55  -1.50 0.35 0.51 0.53  0.07 724.3 761751.  2.22 685.4 152392.
 5:45:08 0.89 350.37 224.09 -6.47 1638   2.40   701.4 199429.  4.23 -0.85  -4.49   3.77  -1.29 0.94 1.09 0.61  0.05 758.9 784412.  2.13 701.3 190749.
 5:45:48 0.89 350.37 224.08 -6.47 1638   2.47   691.6 197090.  3.59 -0.99  -4.22   3.78  -1.78 0.39 0.68 0.65  0.07 742.4 567986.  2.14 686.4 179939.
 5:46:29 0.89 350.37 224.07 -6.47 1638   2.89   693.4 240802. -0.84 -3.06  -2.68   1.71  -3.97 1.18 2.57 1.09  0.07 742.0 688361. -1.00  -1.0     -1.
 5:47:09 0.89 350.37 224.07 -6.47 1638   2.21   688.3 212111.  3.18 -1.47  -4.12   2.48  -2.99 0.65 1.14 1.23  0.06 730.7 812271.  1.94 683.2 192621.
 5:47:50 0.89 350.37 224.06 -6.47 1638   2.88   718.6 197402. -1.33 -3.73  -2.90   0.31  -3.67 0.88 2.69 2.06  0.09 738.3 765285.  2.28 718.4 206342.
 5:48:30 0.89 350.37 224.06 -6.47 1638   2.60   725.9 197194.  5.68  0.03  -1.50   5.66   0.49 1.15 0.96 1.10  0.08 726.01059257.  2.31 722.5 182433.
 5:49:11 0.89 350.37 224.05 -6.47 1638   2.78   721.7 190749.  4.46 -0.47  -1.37   5.93  -0.37 0.61 0.41 0.38  0.07 727.81107698.  2.18 717.4 192517.
 5:49:51 0.89 350.37 224.04 -6.47 1638   2.34   736.2 172922.  5.54 -0.70  -1.95   5.52  -0.96 1.09 0.59 0.64  0.05 756.3 976513.  2.20 730.2 186851.
 5:50:32 0.89 350.37 224.04 -6.47 1638   2.54   741.9 173806.  4.03 -1.32  -0.14   5.61  -1.87 0.74 0.69 0.45  0.08 739.0 807073.  2.04 744.6 168504.
 5:51:12 0.89 350.37 224.03 -6.47 1638   2.80   714.7 168764.  3.29 -3.04  -1.38   5.11  -2.51 0.52 0.99 0.78  0.05 758.41239300.  2.33 717.7 215750.
 5:51:53 0.89 350.37 224.02 -6.47 1638   2.37   715.7 194388.  3.39 -2.28  -2.11   4.41  -3.13 0.94 1.14 1.20  0.09 744.21006866.  2.18 709.2 202028.
 5:52:33 0.89 350.37 224.02 -6.47 1638   2.46   714.3 224585.  3.51 -3.12  -2.69   4.10  -3.48 0.51 0.40 0.58  0.05 730.9 446364.  2.16 716.7 219024.
 5:53:14 0.89 350.37 224.01 -6.47 1638   2.32   721.1 185708.  2.34 -3.49  -1.73   3.75  -4.40 0.46 0.44 0.40  0.06 737.91075681.  2.14 717.6 173909.
 5:53:54 0.89 350.37 224.01 -6.47 1638   2.48   734.1 172610.  2.48 -3.83  -0.94   3.48  -4.58 0.81 0.31 0.40  0.07 727.4 861751.  2.09 733.1 190126.
 5:54:35 0.89 350.37 224.00 -6.47 1638   2.58   685.4 215594.  0.84  2.74  -2.98   2.21  -1.36 2.90 1.50 2.78  0.08 712.8 749069.  2.32 681.4 193504.
 5:55:15 0.89 350.37 223.99 -6.47 1638   2.53   682.7 162735.  1.88  0.50  -5.57   2.36   0.43 0.46 0.78 0.33  0.08 730.5 498963.  2.14 682.5 160292.
 5:55:56 0.89 350.37 223.99 -6.47 1638   2.66   684.2 143036.  2.23  2.11  -4.97   3.51   1.64 0.35 0.45 0.58  0.09 747.4 913519.  2.38 686.4 187007.
 5:56:36 0.89 350.37 223.98 -6.47 1638   2.62   691.2 165386.  2.34  2.39  -4.84   2.87   2.56 0.38 0.71 0.74  0.11 714.01174226.  2.45 686.7 163670.
 5:57:17 0.89 350.37 223.97 -6.47 1638   2.83   687.6 132225.  1.57  3.15  -5.20   2.64   2.39 0.39 0.66 0.70 -1.00  -1.0     -1.  2.47 687.4 147194.
 5:57:57 0.89 350.37 223.97 -6.47 1638   2.74   690.0 145687.  2.08  2.83  -5.14   2.55   2.84 0.30 0.39 0.32  0.07 761.61034725.  2.22 687.7 157225.
 5:58:38 0.89 350.37 223.96 -6.47 1638   2.39   684.2 135500.  1.96  2.88  -5.06   2.87   2.70 0.32 0.41 0.38  0.07 742.41219549.  2.15 688.6 152184.
 5:59:18 0.89 350.37 223.96 -6.47 1638   2.61   689.7 161176.  1.90  2.58  -5.11   2.81   2.41 0.33 0.73 0.67  0.09 716.41058841.  2.27 685.9 150936.
 5:59:59 0.89 350.37 223.95 -6.47 1638   2.69   693.1 174377.  3.08  2.23  -4.85   3.73   1.85 0.32 0.40 0.41  0.07 745.11040546.  2.15 694.7 163047.
 6:00:39 0.89 350.37 223.94 -6.47 1638   2.84   703.4 254627. -0.19  3.21  -4.72   0.74   3.24 0.43 1.72 0.92  0.09 731.4 870899.  2.53 701.6 244648.
 6:01:20 0.89 350.37 223.94 -6.47 1638   3.14   704.3 230563.  1.39  3.01  -4.59   0.62   3.44 0.31 0.65 0.62  0.13 735.21240131.  2.54 703.2 207226.
 6:02:00 0.89 350.37 223.93 -6.47 1638   2.99   696.6 175781.  0.38  2.95  -4.62   0.79   3.42 0.41 0.88 0.70  0.08 755.11130151.  2.64 697.4 220583.
 6:02:41 0.89 350.37 223.92 -6.47 1638   3.09   695.5 216477. -0.16  2.95  -4.93   0.79   3.36 0.40 0.52 0.48  0.07 741.3 546365.  2.54 693.6 190022.
 6:03:21 0.89 350.37 223.92 -6.47 1638   2.83   696.7 181966.  0.30  3.67  -5.04   1.11   3.34 0.41 0.53 0.66  0.07 735.3 746574. -1.00  -1.0     -1.
 6:04:01 0.89 350.37 223.91 -6.47 1638   2.74   691.8 250677.  0.08  2.08  -5.47   1.02   2.48 0.36 0.38 0.65  0.09 731.21199175.  2.39 691.0 227808.
 6:04:42 0.89 350.37 223.91 -6.47 1638   2.68   692.1 255511.  0.88  1.81  -5.64   1.66   1.65 0.23 0.45 0.52  0.07 755.01118509.  2.48 692.8 245479.
 6:05:23 0.89 350.37 223.90 -6.47 1638   2.94   686.9 210916.  1.55  1.14  -5.66   2.25   0.79 0.28 0.36 0.36  0.05 755.7 522872.  2.57 685.4 178899.
 6:06:03 0.89 350.37 223.89 -6.47 1638   2.68   696.0 267985.  1.76 -0.13  -5.52   2.64   0.62 0.25 0.36 0.43  0.08 739.5 555928.  2.51 692.5 237787.
 6:06:44 0.89 350.37 223.89 -6.47 1638   2.92   690.5 215074.  1.36  1.08  -5.27   2.69   1.09 0.32 0.60 0.64  0.08 736.11261337.  2.50 690.1 184876.
 6:07:24 0.89 350.37 223.88 -6.47 1638  -1.00    -1.0     -1. -1.00 -1.00  -5.61   2.10   0.99 0.31 0.39 0.83 -1.00  -1.0     -1. -1.00  -1.0     -1.
 6:08:04 0.89 350.37 223.87 -6.47 1638   3.05   691.3 239554.  1.44  0.41  -5.52   2.23   0.15 0.27 0.51 0.40  0.08 760.4 733684.  2.60 690.3 229055.
 6:08:45 0.89 350.37 223.87 -6.47 1638   2.69   694.0 250729.  1.38  1.59  -5.20   2.29   1.18 0.38 0.99 0.84  0.11 754.51185245.  2.46 692.9 254523.
 6:09:26 0.89 350.37 223.86 -6.47 1638   3.02   689.8 219180.  1.23  0.02  -5.52   2.55  -0.35 0.22 0.38 0.29  0.12 737.61008114.  2.65 688.7 199949.
 6:10:06 0.89 350.37 223.86 -6.47 1638   2.83   691.0 234929.  1.33 -0.02  -5.58   2.43  -0.31 0.21 0.34 0.25  0.08 755.51154892.  2.46 686.2 156654.
 6:10:47 0.89 350.37 223.85 -6.47 1638   2.82   693.5 238515.  1.98 -1.29  -5.10   2.93  -0.74 0.34 0.49 0.94  0.10 744.31085660.  2.48 693.4 207641.
 6:11:27 0.89 350.37 223.84 -6.47 1638   2.66   695.8 275417.  1.57 -0.82  -5.09   2.65  -1.45 0.27 0.47 0.57  0.05 758.1 343661.  2.41 693.5 266114.
 6:12:08 0.89 350.37 223.84 -6.47 1638   2.62   694.7 257434.  2.09 -0.71  -4.61   3.03  -1.57 0.37 0.55 0.60  0.08 737.21373396.  2.36 692.2 255563.
 6:12:48 0.89 350.37 223.83 -6.47 1638   2.95   697.0 245791.  1.98 -0.35  -4.55   3.40  -1.23 0.36 0.62 0.64  0.09 746.41119132.  2.42 695.9 265646.
 6:13:29 0.89 350.37 223.82 -6.47 1638   2.73   697.5 245843.  2.09 -0.10  -4.60   3.50   0.23 0.37 0.59 0.59  0.10 750.0 903747.  2.38 695.1 218608.
 6:14:09 0.89 350.37 223.82 -6.47 1638   3.04   703.0 264035.  1.54  1.53  -4.44   3.19   1.42 0.35 0.45 0.61  0.09 738.7 565284.  2.46 698.9 270324.
 6:14:50 0.89 350.37 223.81 -6.47 1638   2.92   699.8 248286.  2.20  0.94  -4.66   3.04   1.20 0.38 0.92 0.63  0.11 746.01202709.  2.29 703.3 223546.
 6:15:30 0.89 350.37 223.80 -6.47 1638   3.15   714.9 232538. -0.96  3.77  -3.93  -1.07   3.76 0.57 0.69 0.73  0.08 758.11142002.  2.80 714.0 235188.
 6:16:11 0.89 350.37 223.80 -6.47 1638   2.88   722.7 186384. -2.18  3.91  -2.68  -2.47   4.25 0.77 0.57 0.38  0.10 740.8 890442.  2.52 722.8 181654.
 6:16:51 0.89 350.37 223.79 -6.47 1638   2.89   731.7 175625. -1.95  3.58  -2.59  -2.80   4.37 0.61 0.41 0.45  0.07 736.1 811855.  2.51 728.3 183005.
 6:17:32 0.89 350.37 223.79 -6.47 1638   3.14   709.0 218192. -1.47  3.17  -3.82  -1.98   3.67 0.48 0.38 0.48  0.13 729.11065286.  2.60 708.3 199169.
 6:18:12 0.89 350.37 223.78 -6.47 1638   2.75   698.4 274014. -0.32  1.78  -4.47  -1.10   3.27 0.56 0.53 0.56  0.08 748.9 703122.  2.72 697.7 242985.
 6:18:53 0.89 350.37 223.78 -6.47 1638   3.35   699.1 251717. -0.55  1.90  -5.31   0.25   1.94 0.24 0.35 0.38  0.09 739.41229528.  2.69 697.3 216633.
 6:19:33 0.89 350.37 223.77 -6.47 1638   2.80   695.4 176924. -1.28  2.06  -5.10  -0.58   2.52 0.34 0.64 0.91  0.10 755.7 868196.  2.61 697.4 240386.
 6:20:14 0.89 350.37 223.76 -6.47 1638   3.10   688.5 226612. -0.18  1.73  -5.59   0.05   2.00 0.24 0.48 0.40  0.05 751.0 758216.  2.48 688.9 208629.
 6:20:54 0.89 350.37 223.76 -6.47 1638   2.73   692.9 241477.  0.38  1.59  -5.71   0.62   1.82 0.26 0.35 0.36  0.07 744.71228904.  2.50 691.7 232797.
 6:21:35 0.89 350.37 223.75 -6.47 1638   2.87   685.3 200157.  0.33  1.04  -5.89   1.21   0.98 0.21 0.32 0.27  0.07 758.4 968405.  2.54 684.5 194752.
 6:22:15 0.89 350.37 223.74 -6.47 1638   2.91   683.3 178016.  1.14  0.91  -5.86   1.46   0.81 0.22 0.34 0.35  0.08 752.01093353.  2.54 688.6 239242.
 6:22:56 0.89 350.37 223.74 -6.47 1638   3.05   688.3 218816.  0.87 -0.03  -5.78   1.69  -0.22 0.21 0.30 0.45  0.12 736.2 803955.  2.52 684.0 191113.
 6:23:36 0.89 350.37 223.73 -6.47 1638   2.76   686.2 197662.  0.83  0.36  -5.79   1.45  -0.04 0.23 0.39 0.51  0.07 767.61065702.  2.42 684.7 170947.
 6:24:17 0.89 350.37 223.72 -6.47 1638   3.13   687.0 207797.  0.71  1.74  -5.72   0.93   1.10 0.26 0.59 0.65  0.08 744.41230776.  2.73 686.9 197402.
 6:24:57 0.89 350.37 223.72 -6.47 1638   2.92   680.3 177288.  0.46 -0.02  -5.80   0.96  -0.47 0.20 0.52 0.42  0.06 753.21025370.  2.49 688.7 237215.
 6:25:38 0.89 350.37 223.71 -6.47 1638   3.12   684.9 216373.  0.38  0.79  -5.87   0.79   0.08 0.18 0.33 0.40  0.09 743.5 942209.  2.63 682.4 191321.
 6:26:18 0.89 350.37 223.71 -6.47 1638   2.86   681.8 196675.  0.00  0.00  -5.95   0.62   0.51 0.19 0.29 0.41  0.10 734.4 861335.  2.45 683.6 168972.
 6:26:59 0.89 350.37 223.70 -6.47 1638   3.01   678.9 134356.  0.70  0.47  -5.88   0.89  -0.03 0.18 0.31 0.32  0.07 741.9 744079.  2.64 683.0 199169.
 6:27:39 0.89 350.37 223.69 -6.47 1638   3.04   683.3 194907.  0.95 -0.73  -5.84   0.72  -0.45 0.26 0.39 0.75  0.07 731.3 988779.  2.56 689.5 231030.
 6:28:20 0.89 350.37 223.69 -6.47 1638   2.96   682.6 212475.  0.16 -0.63  -5.83   0.55  -1.07 0.27 0.28 0.46  0.07 754.0 872354.  2.64 681.8 193400.
 6:29:00 0.89 350.37 223.68 -6.47 1638   2.69   679.9 203899. -0.08 -0.14  -5.91   0.06  -0.90 0.30 0.27 0.41  0.08 747.51445122.  2.41 687.9 241789.
 6:29:41 0.89 350.37 223.67 -6.47 1638   2.98   687.4 206394. -0.69 -0.95  -5.81  -0.32  -1.15 0.30 0.50 0.48  0.07 718.6 634931.  2.58 684.9 193036.
 6:30:21 0.89 350.37 223.67 -6.47 1638   2.88   682.5 195063. -1.23  0.07  -5.77  -1.23  -0.56 0.31 0.71 0.58  0.07 736.6 528693.  2.46 684.0 169959.
 6:31:02 0.89 350.37 223.66 -6.47 1638   2.94   687.2 206810. -1.93  0.86  -5.76  -1.61   0.24 0.25 0.40 0.38  0.10 750.4 662166.  2.58 688.2 196363.
 6:31:42 0.89 350.37 223.66 -6.47 1638   2.58   679.4 190074. -1.04  0.16  -5.76  -1.71   0.39 0.33 0.53 0.48  0.10 731.3 759672.  2.30 689.4 256758.
 6:32:23 0.89 350.37 223.65 -6.47 1638   3.01   685.4 206706. -0.53  1.59  -6.06  -0.50   0.51 0.24 0.32 0.44  0.07 770.01168613.  2.58 683.4 192880.
 6:33:03 0.89 350.37 223.64 -6.47 1638   2.76   679.3 190386. -0.63  0.90  -6.07  -0.44   0.55 0.22 0.24 0.33  0.07 752.91104995.  2.39 682.9 174273.
 6:33:44 0.89 350.37 223.64 -6.47 1638   3.13   678.3 140749. -0.76  0.83  -6.02  -0.54   0.64 0.21 0.32 0.32  0.09 722.2 670690.  2.69 681.4 183629.
 6:34:24 0.89 350.37 223.63 -6.47 1638   2.77   679.0 217361. -0.27  0.65  -5.95   0.44   0.54 0.18 0.35 0.34  0.09 743.31118093.  2.36 686.2 257122.
 6:35:05 0.89 350.37 223.62 -6.47 1638   3.00   675.6 142776. -0.35  0.51  -5.89   0.87   0.07 0.17 0.30 0.30  0.08 729.1 926616.  2.66 680.4 188203.
 6:35:45 0.89 350.37 223.62 -6.47 1638   2.79   679.3 190853. -0.51 -0.32  -5.94   0.63  -0.36 0.21 0.32 0.47  0.08 697.4 679214.  2.41 687.4 239762.
 6:36:26 0.89 350.37 223.61 -6.47 1638   2.88   685.0 223338. -0.89  0.40  -6.05   0.40  -0.28 0.23 0.49 0.43  0.09 734.11302294.  2.57 681.4 202236.
 6:37:06 0.89 350.37 223.60 -6.47 1638   2.75   679.2 192673. -0.84  0.51  -5.94  -0.17  -0.04 0.19 0.31 0.29  0.08 730.4 779006.  2.41 682.2 168400.
 6:37:47 0.89 350.37 223.60 -6.47 1638   3.28   683.7 213930. -0.53  0.55  -5.99   0.42   0.05 0.23 0.38 0.50  0.08 715.3 810607.  2.71 680.5 189138.
 6:38:27 0.89 350.37 223.59 -6.47 1638   2.76   698.9 171467.  0.85 -2.95  -5.04   1.02  -2.50 0.66 0.93 1.13  0.08 737.0 529525.  2.44 700.2 217049.
 6:39:08 0.89 350.37 223.59 -6.47 1638   2.95   686.5 208941.  0.13 -1.76  -5.52   1.35  -1.41 0.34 0.49 0.83  0.10 731.41000421.  2.61 688.0 193140.
 6:39:48 0.89 350.37 223.58 -6.47 1638   3.00   682.2 185708.  0.64 -0.83  -5.23   1.98  -2.04 0.36 0.41 0.61  0.07 740.2 708944.  2.50 683.7 169388.
 6:40:29 0.89 350.37 223.57 -6.47 1638   3.16   691.3 209461.  1.84 -1.65  -4.91   2.66  -2.01 0.56 0.56 0.50  0.08 738.6 792520.  2.69 690.1 212319.
 6:41:09 0.89 350.37 223.57 -6.47 1638   2.77   689.7 194544.  1.65 -1.13  -4.99   2.83  -1.52 0.40 0.39 0.50  0.08 720.9 841793.  2.52 691.7 234253.
 6:41:50 0.89 350.37 223.56 -6.47 1638   2.82   674.8 149065. -0.02 -0.52  -5.60   1.51  -0.89 0.34 0.68 0.54  0.07 726.91150110.  2.78 676.5 207693.
 6:42:30 0.89 350.37 223.56 -6.47 1638   2.67   691.1 178119.  2.08 -0.92  -4.99   2.84  -1.55 0.33 0.63 0.45  0.12 722.7 933685.  2.40 687.6 178223.
 6:43:11 0.89 350.37 223.55 -6.47 1638   3.07   691.5 215646.  2.49  0.77  -4.41   3.81  -1.14 0.50 0.54 0.70  0.10 750.4 909776.  2.59 692.2 193348.
 6:43:51 0.89 350.37 223.54 -6.47 1638   2.82   692.9 192101.  0.00  0.00  -3.25   4.10  -2.45 0.75 0.59 0.81  0.07 741.3 634931.  2.64 697.1 230822.
 6:44:32 0.89 350.37 223.54 -6.47 1638   2.98   687.5 208005.  2.15 -0.01  -4.05   3.58  -1.34 1.25 1.00 1.19  0.09 737.0 831813.  2.50 688.8 195115.
 6:45:12 0.89 350.37 223.53 -6.47 1638   2.78   694.7 183057.  2.38 -0.14  -3.95   3.64  -2.17 0.52 0.80 0.93  0.10 724.1 421000.  2.47 689.1 157277.
 6:45:53 0.89 350.37 223.52 -6.47 1638   3.11   696.1 209772.  2.73 -0.20  -4.60   3.63  -0.54 0.40 0.66 0.54  0.10 741.8 972355.  2.53 693.9 195219.
 6:46:33 0.89 350.37 223.52 -6.47 1638   2.72   680.5 196259. -0.09  2.08  -5.60   1.26   0.63 0.41 1.13 0.85  0.08 731.1 885452.  2.26 687.2 251821.
 6:47:14 0.89 350.37 223.51 -6.47 1638   3.34   681.9 202808. -0.02  0.55  -5.44   1.07  -0.02 0.44 1.15 1.55  0.10 736.91239092.  2.85 678.9 211696.
 6:47:54 0.89 350.37 223.51 -6.47 1638   3.00   697.4 173961.  0.25  3.71  -4.62   0.92   3.08 0.76 1.34 1.32  0.09 754.91119132.  2.49 692.7 178327.
 6:48:35 0.89 350.37 223.50 -6.47 1638   2.92   691.3 230459.  1.05  2.50  -5.14   2.05   1.46 0.48 1.14 1.12  0.10 740.2 933477.  2.48 688.9 226405.
 6:49:15 0.89 350.37 223.49 -6.47 1638   2.80   697.1 197766.  2.71 -0.11  -4.30   4.01  -0.48 0.31 0.33 0.49  0.08 736.6 811023.  2.52 697.1 238047.
 6:49:56 0.89 350.37 223.49 -6.47 1638   2.92   693.6 215957.  2.28 -1.34  -4.35   3.61  -1.63 0.32 0.31 0.47  0.12 739.8 927240.  2.62 693.3 189242.
 6:50:36 0.89 350.36 223.48 -6.47 1638   2.77   704.2 191217.  3.49 -0.33  -3.38   4.71  -1.16 0.38 0.51 0.51  0.09 747.51134101.  2.45 703.8 219232.
 6:51:17 0.89 350.36 223.47 -6.47 1638   3.25   706.4 204211.  3.47  0.70  -2.97   5.19  -0.37 0.43 0.39 0.52  0.07 731.1 650523.  2.63 702.8 191737.
 6:51:57 0.89 350.36 223.47 -6.47 1638   2.89   700.4 192880.  3.50  0.79  -3.37   4.87   0.27 0.35 0.35 0.38  0.08 738.1 634931.  2.59 703.4 240958.
 6:52:38 0.89 350.36 223.46 -6.47 1638   3.09   702.6 225677.  2.93  1.20  -3.32   4.59   0.74 0.74 0.55 0.33  0.09 752.2 859672.  2.64 701.6 207382.
 6:53:18 0.89 350.36 223.45 -6.47 1638   2.67   691.1 199429.  1.86  1.62  -3.65   4.16   0.57 1.21 0.96 0.47  0.08 734.7 644078.  2.54 690.0 228639.
 6:53:59 0.89 350.36 223.45 -6.47 1638   2.90   677.0 141841.  1.02  0.85  -4.91   2.60   0.56 0.58 1.39 0.56  0.11 728.7 897510.  2.72 678.6 210136.
 6:54:39 0.89 350.36 223.44 -6.47 1638   2.49   681.5 192153.  1.44  0.07  -5.23   2.22  -0.08 0.47 1.10 0.62  0.09 710.71054267.  2.31 686.4 238255.
 6:55:20 0.89 350.36 223.44 -6.47 1638   3.11   690.9 202756.  2.12  1.32  -5.03   3.05   0.14 0.33 0.52 0.36  0.08 738.41112895.  2.80 686.1 196259.
 6:56:00 0.89 350.36 223.43 -6.47 1638   2.93   683.4 190386.  1.59  0.50  -4.89   3.23   0.18 0.28 0.31 0.34  0.08 737.7 552186.  2.44 683.2 185864.
 6:56:41 0.89 350.36 223.42 -6.47 1638   3.23   686.3 207589.  1.63  0.25  -5.01   2.98  -0.10 0.26 0.35 0.36  0.10 739.3 998342.  2.93 684.0 210032.
 6:57:21 0.89 350.36 223.42 -6.47 1638   2.82   682.7 190905.  1.15  1.40  -5.08   2.66   0.36 0.27 0.40 0.46  0.09 727.6 764037.  2.40 683.9 184876.
 6:58:02 0.89 350.36 223.41 -6.47 1638   3.08   690.4 219908.  2.08  0.75  -4.70   3.34   0.49 0.28 0.30 0.33  0.08 735.5 854059.  2.71 687.8 211020.
 6:58:42 0.89 350.36 223.41 -6.47 1638   2.89   698.3 255615.  1.65  1.90  -4.53   3.33   1.01 0.37 0.65 0.49  0.08 738.6 876096.  2.43 696.0 243712.
 6:59:23 0.89 350.36 223.40 -6.47 1638   3.21   689.4 226197.  1.46  0.26  -4.96   2.93   0.27 0.25 0.43 0.51  0.10 726.71149694.  2.84 686.1 220531.
 7:00:03 0.89 350.36 223.39 -6.47 1638   3.27   689.6 257746.  0.93 -0.73  -4.81   2.61  -1.08 0.32 0.47 0.87  0.09 757.21099382.  2.59 692.0 251665.
 7:00:44 0.89 350.36 223.39 -6.47 1638   2.91   694.4 226457.  0.85 -1.37  -4.68   2.02  -2.46 0.28 0.48 0.53  0.11 731.71041586.  2.59 689.9 216685.
 7:01:24 0.89 350.36 223.38 -6.47 1638   3.02   685.2 204367.  0.29 -1.19  -4.82   2.45  -1.65 0.30 0.49 0.53  0.09 733.5 866741.  2.54 689.0 252080.
 7:02:05 0.89 350.36 223.37 -6.47 1638   3.09   697.4 224793.  2.17 -0.02  -4.44   2.58  -0.87 0.38 1.87 1.17  0.09 726.31137428.  2.76 695.2 201404.
