16:07:31 0.31 205.61 321.75  1.07 1689  58.92   321.8 137049. -2.32 -5.25   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 52.09 324.2 170157.
16:50:43 0.31 205.79 321.54  1.09 1689  57.66   339.8 436255. -3.93  2.11  35.23 -21.10  16.87 0.00 0.00 0.00 -1.00  -1.0     -1. 48.55 347.0 463831.
17:33:55 0.31 205.97 321.32  1.12 1689  63.65   338.5 465468.-10.48  7.06  31.99 -23.03   4.66 0.00 0.00 0.00 -1.00  -1.0     -1. 51.80 348.2 441855.
18:17:07 0.31 206.16 321.11  1.15 1689  69.80   339.0 343291. -8.57  3.39  29.86 -12.25  11.28 0.00 0.00 0.00 -1.00  -1.0     -1. 56.26 346.9 315393.
19:00:19 0.31 206.34 320.90  1.17 1689  71.95   332.5 218888. -8.87  5.59   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 61.74 338.2 215789.
19:43:31 0.31 206.52 320.68  1.20 1689  65.36   357.8 233545.  0.00  0.00  31.46   4.09  -7.21 0.00 0.00 0.00 -1.00  -1.0     -1. 54.48 354.7 232294.
20:26:43 0.31 206.70 320.46  1.22 1689  63.02   358.3 461944. -8.81 -1.06  28.06  -4.11  11.94 0.00 0.00 0.00 10.51 343.1 175729. 52.45 366.8 433159.
21:09:55 0.31 206.87 320.25  1.25 1689  43.20   357.3 165775.  0.00  0.00   0.00   0.00   0.00 0.00 0.00 0.00  3.80 398.6 406915. -1.00  -1.0     -1.
21:53:07 0.31 207.06 320.04  1.28 1689  43.36   327.2 198825. -1.52 -2.35   0.00   0.00   0.00 0.00 0.00 0.00  5.31 348.4 230861. 35.26 323.0 181352.
22:36:19 0.31 207.24 319.82  1.30 1689  46.31   327.8 349573.  0.00  0.00  30.84 -13.84  -2.51 0.00 0.00 0.00  6.29 334.2 195622. 34.42 307.6 120193.
23:19:31 0.31 207.42 319.60  1.33 1689  55.31   325.2 336073.  0.98  2.53  29.27 -15.21  -7.95 0.00 0.00 0.00 -1.00  -1.0     -1. 45.89 322.0 324378.
