1978/115   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 1:41:44 0.31  41.70 198.63  0.07 1667 123.89   355.7  44764.  2.62  3.47  71.01 -24.87 -15.20 0.62 1.16 1.17  7.60 355.0 148078.104.29 353.8  55721.
 1:42:24 0.31  41.70 198.63  0.07 1667 121.67   359.3  50634.  3.31  3.35  70.07 -28.19 -13.70 0.54 0.88 1.03  7.49 351.8 175326.103.31 354.9  48025.
 1:43:05 0.31  41.71 198.63  0.07 1667 121.21   357.2  45940.  3.73  2.96  69.64 -28.64 -14.43 0.50 0.50 0.78  7.71 357.6 142685.107.34 353.7  54701.
 1:43:45 0.31  41.71 198.62  0.07 1667 124.56   359.9  49448.  3.28  3.88  69.65 -28.03 -16.51 0.85 2.00 2.13  8.32 351.2 161838.103.76 355.2  47440.
 1:44:26 0.31  41.71 198.61  0.07 1667 116.69   361.3  55763.  3.85  3.98  69.37 -29.20 -17.81 0.99 1.91 1.58  7.91 362.7 135539. 97.26 357.5  54207.
 1:45:06 0.31  41.72 198.61  0.07 1667 116.24   361.8  49416.  4.06  3.80  69.74 -28.09 -17.10 0.88 1.58 2.24  7.35 356.1 153886. 97.98 356.7  46755.
 1:45:47 0.31  41.72 198.61  0.07 1667 107.29   357.2  43461.  3.36  3.95  70.26 -29.38 -15.21 0.63 1.50 1.41  7.78 357.3 152885. 94.22 354.5  53181.
 1:46:27 0.31  41.72 198.61  0.07 1667 120.34   358.9  51069.  2.38  4.90  69.87 -24.73 -20.20 0.63 1.10 1.01  7.75 353.9 152171.104.06 355.2  47976.
 1:47:08 0.31  41.72 198.60  0.07 1667 121.31   356.6  44663.  2.54  4.58  69.76 -26.17 -19.00 0.51 0.84 1.08  7.03 363.2 101638.104.10 354.3  54337.
 1:47:48 0.31  41.72 198.60  0.07 1667 121.02   358.8  50741.  3.15  3.94  69.44 -28.61 -18.42 0.57 1.35 1.27  8.22 350.4 172935. 99.45 354.4  48054.
 1:48:29 0.31  41.73 198.59  0.07 1667 126.36   363.6  58219.  2.57  6.83  67.80 -27.62 -22.88 1.34 3.61 3.07  7.52 366.3  94153.104.29 362.2  52544.
 1:49:09 0.31  41.73 198.59  0.07 1667 127.10   360.2  51777.  2.48  5.84  68.07 -26.22 -23.17 0.67 2.05 2.31  8.92 350.8 176222.106.28 356.5  49292.
 1:49:50 0.31  41.73 198.59  0.07 1667 124.45   360.2  57780.  2.45  5.69  67.29 -26.12 -25.55 0.77 2.25 3.32  7.98 362.6 140476.105.14 356.3  56874.
 1:50:30 0.31  41.74 198.58  0.07 1667 124.22   357.8  50114.  1.77  5.50  69.07 -23.75 -22.87 0.86 1.78 1.88  8.21 349.8 167958.105.29 354.9  48659.
 1:51:11 0.31  41.74 198.58  0.07 1667 127.54   358.3  58596.  2.02  5.60  67.81 -26.93 -22.50 1.81 4.36 1.36  8.31 361.0 141165.107.82 355.0  56734.
 1:51:51 0.31  41.74 198.58  0.07 1667 121.81   364.2  55789.  4.11  5.43  65.81 -31.50 -22.71 1.00 1.43 1.26  8.91 360.6 267309.100.10 358.4  52112.
 1:52:32 0.31  41.74 198.57  0.07 1667 128.30   360.6  64355.  3.17  5.49  66.35 -30.18 -22.70 0.82 0.77 1.32  7.71 363.9 146791.103.63 357.8  62796.
 1:53:12 0.31  41.75 198.57  0.08 1667 123.83   362.1  54535.  3.28  5.67  66.52 -29.00 -23.65 0.73 1.30 1.05  7.42 356.8 174728.103.63 357.1  51774.
 1:53:53 0.31  41.75 198.56  0.08 1667 124.54   361.2  64823.  3.49  5.19  66.97 -30.89 -19.02 0.90 2.57 3.17  7.68 363.2 145310.103.64 357.8  62806.
 1:54:33 0.31  41.75 198.56  0.08 1667 118.82   359.7  56643.  3.65  3.89  67.07 -32.30 -17.66 0.61 1.95 3.09  7.74 356.2 171181. 99.03 354.8  53635.
 1:55:14 0.31  41.76 198.56  0.08 1667 123.73   363.6  65992.  4.07  5.49  65.08 -33.38 -22.92 1.38 1.21 1.95  7.39 366.7 159044.100.99 359.6  63709.
 1:55:54 0.31  41.76 198.56  0.08 1667 124.38   365.7  54337.  3.91  6.42  64.26 -32.86 -25.58 0.74 0.75 0.87  8.73 361.5 271688.105.80 362.6  66905.
 1:56:35 0.31  41.76 198.55  0.08 1667 130.03   364.4  62916.  4.22  6.17  63.81 -33.93 -25.16 0.81 2.40 2.52  7.25 369.5 109863.108.37 360.0  60389.
 1:57:15 0.31  41.76 198.55  0.08 1667 126.12   367.1  54763.  4.82  6.53  62.56 -36.72 -24.31 1.22 1.29 1.96  9.16 363.3 290763.106.66 363.1  67087.
 1:57:56 0.31  41.76 198.54  0.08 1667 128.69   366.8  63316.  5.25  5.89  61.84 -38.21 -24.51 0.92 1.69 1.90  7.97 366.8 148455.104.24 362.6  54737.
 1:58:36 0.31  41.77 198.54  0.08 1667 144.11   368.2  75127.  2.78  7.27  62.27 -38.25 -20.34 2.07 5.53 5.83  6.99 373.3 169089.118.90 364.0  73561.
 1:59:17 0.31  41.77 198.54  0.08 1667 130.79   366.3  73318.  4.87  5.00  63.51 -37.57 -18.78 1.04 1.78 2.00  8.10 366.9 153652.106.51 361.1  69855.
 1:59:57 0.31  41.77 198.53  0.08 1667 128.84   362.9  87068.  3.64  4.00  64.98 -35.15 -18.66 1.75 2.27 2.34 -1.00  -1.0     -1.104.21 357.5  81978.
 2:00:38 0.31  41.78 198.53  0.08 1667 132.42   359.6  76160.  3.32  4.69  64.80 -36.41 -16.27 1.53 3.36 2.69  9.75 359.2 207784.106.64 354.8  72096.
 2:01:18 0.31  41.78 198.53  0.08 1667 128.92   362.9  78372.  2.66  5.95  66.35 -30.82 -21.90 1.12 3.30 3.70  7.26 365.4 234850.107.99 358.8  76732.
 2:01:59 0.31  41.78 198.52  0.08 1667 127.93   362.4  65573.  3.21  6.31  65.30 -33.78 -20.07 1.53 4.05 3.74  8.16 365.2 150443.104.47 358.9  64778.
 2:02:39 0.31  41.78 198.52  0.08 1667 135.27   370.2  77641.  4.50  6.40  62.31 -38.65 -20.52 1.38 3.11 3.47 11.02 361.9 325275.115.64 364.3  74058.
 2:03:20 0.31  41.79 198.52  0.08 1667 126.98   364.1  70596.  4.93  4.67  63.84 -37.10 -19.32 0.79 2.09 1.80  7.81 366.4 155094.104.05 357.4  66899.
 2:04:00 0.31  41.79 198.52  0.08 1667 119.80   368.2  54789.  4.96  6.25  62.84 -37.35 -21.27 0.93 1.77 1.36  9.50 363.7 311969.102.45 363.8  69462.
 2:04:41 0.31  41.79 198.51  0.08 1667 122.53   363.8  74461.  4.81  4.18  64.26 -36.09 -18.11 0.94 1.72 1.27  9.22 362.0 205887.102.15 356.7  69043.
 2:05:21 0.31  41.79 198.51  0.08 1667 130.45   365.8  79984.  4.69  4.55  64.09 -36.05 -19.03 0.76 0.76 1.20  8.06 363.7 266906.106.99 359.7  76082.
 2:06:02 0.31  41.80 198.51  0.08 1667 124.72   367.1  71174.  5.08  5.08  62.03 -37.98 -21.90 1.29 1.30 1.65  7.97 369.2 159239.101.20 361.4  68341.
 2:06:42 0.31  41.80 198.50  0.08 1667 129.39   368.5  78557.  4.94  5.24  62.81 -36.77 -22.09 0.97 1.94 1.71  8.99 365.2 305186.105.95 361.9  76105.
 2:07:23 0.31  41.80 198.50  0.08 1667 131.79   363.7  74578.  4.65  4.99  63.76 -36.20 -21.31 1.13 2.29 1.88  7.93 367.5 158278.107.46 358.9  72454.
 2:08:03 0.31  41.81 198.49  0.08 1667 119.70   362.9  53967.  4.49  5.08  64.77 -37.05 -20.20 0.92 1.60 0.87  8.35 353.7 182498.103.96 356.8  49607.
 2:08:44 0.31  41.81 198.49  0.08 1667 126.06   364.2  61607.  5.48  4.37  64.29 -39.36 -18.19 0.71 0.85 1.23  9.29 360.7 161734.104.50 358.8  59275.
 2:09:24 0.31  41.81 198.49  0.08 1667 119.97   360.0  57878.  3.97  5.00  65.54 -36.24 -18.94 0.74 1.08 0.87  7.84 354.9 140840. 99.51 354.4  55945.
 2:10:05 0.31  41.81 198.48  0.09 1667 131.20   359.6  63088.  4.04  4.36  66.82 -35.73 -16.27 0.79 1.29 1.39  8.03 358.3 161474.110.03 354.2  59924.
 2:10:45 0.31  41.81 198.48  0.09 1667 128.82   361.5  55503.  4.73  4.56  65.46 -37.53 -17.34 0.54 0.95 0.73  8.06 355.5 187137.106.88 355.1  51628.
 2:11:26 0.31  41.82 198.47  0.09 1667 125.17   363.6  68071.  5.20  4.92  66.40 -36.14 -15.77 1.97 2.91 1.99  7.79 365.3 145219.100.52 358.1  66272.
 2:12:06 0.31  41.82 198.47  0.09 1667 120.14   356.4  65898.  4.15  3.80  69.16 -32.15 -13.07 1.64 2.79 1.98  8.01 352.8 143153. 97.43 351.7  57300.
 2:12:47 0.31  41.82 198.47  0.09 1667 126.30   355.1  75598.  3.29  3.76  69.24 -32.73 -12.04 1.66 3.10 2.25  7.87 355.9 176443.102.08 350.1  72577.
 2:13:27 0.31  41.83 198.46  0.09 1667 120.10   356.7  66236.  4.31  3.35  68.67 -34.75 -11.31 1.07 2.69 2.26  7.71 358.7  97077. 97.74 352.0  57371.
 2:14:08 0.31  41.83 198.46  0.09 1667 123.99   356.3  48324.  3.95  4.82  67.69 -35.35 -16.65 0.76 1.43 2.33  8.84 357.1 150144.108.03 353.3  60597.
 2:14:48 0.31  41.83 198.46  0.09 1667 124.10   360.9  54905.  2.20  8.22  67.17 -33.54 -20.83 1.24 4.42 5.86  4.18 369.9 181654. 99.17 357.5  52947.
 2:15:29 0.31  41.83 198.46  0.09 1667 127.74   361.9  61942.  4.59  5.21  68.54 -33.74 -16.79 1.86 2.93 3.09  8.63 358.1 161708.108.91 355.7  59697.
 2:16:09 0.31  41.84 198.45  0.09 1667 129.40   356.8  59411.  3.84  4.59  67.94 -36.04 -14.49 1.80 3.19 1.50  7.69 354.2 147558.105.69 352.4  53164.
 2:16:50 0.31  41.84 198.44  0.09 1667 122.70   353.7  49578.  3.65  4.53  69.23 -32.87 -15.12 3.04 4.97 4.45  7.98 355.5 157433.104.57 351.3  63813.
 2:17:30 0.31  41.84 198.44  0.09 1667 122.34   341.3  42103.  0.69 -0.92  70.88 -30.34 -11.16 3.38 7.91 5.57  9.83 344.1 160747.103.70 341.9  54139.
 2:18:11 0.31  41.85 198.44  0.09 1667 128.61   357.7  49331.  6.06 -1.60  65.49 -42.55   6.48 2.76 6.29 5.81  9.41 359.7 177353.105.02 352.8  60402.
 2:18:51 0.31  41.85 198.44  0.09 1667 124.39   356.8  61240.  4.66  3.26  69.07 -35.71 -11.28 1.25 2.92 3.46  8.28 351.4 141464.100.61 351.6  54395.
 2:19:32 0.31  41.85 198.43  0.09 1667 124.11   347.4  50276.  1.71  3.74  72.99 -24.24 -15.51 1.91 4.72 5.83 10.15 334.5 191906.103.54 344.2  47379.
 2:20:12 0.31  41.85 198.43  0.09 1667 121.25   355.4  56042.  4.46  3.47  70.27 -34.09 -10.25 1.38 4.23 4.12  7.05 352.7 140892.101.09 350.5  49958.
 2:20:53 0.31  41.85 198.42  0.09 1667 122.03   350.5  49747.  3.80  2.63  68.89 -37.31  -8.21 1.57 2.46 1.89 10.93 343.6 248910. 99.35 345.5  47350.
 2:21:33 0.31  41.86 198.42  0.09 1667 116.35   365.2  49003.  6.18  5.00  68.18 -37.82  -7.86 3.02 4.66 4.34  8.91 349.8 169842. 94.83 357.4  46330.
 2:22:14 0.31  41.86 198.42  0.09 1667 124.53   349.3  52846.  3.45  2.01  72.04 -31.12  -2.38 2.04 4.74 3.06  9.90 340.1 169063.105.57 344.5  49302.
 2:22:54 0.31  41.86 198.41  0.09 1667 125.13   343.9  61753.  0.55  2.56  72.41 -29.89  -4.43 2.66 6.24 3.00  9.80 339.5 141503.105.17 342.1  57176.
 2:23:35 0.31  41.87 198.41  0.09 1667 118.34   350.0  49695.  2.89  4.40  71.28 -29.93 -12.74 2.26 6.75 5.50 10.69 341.6 242023. 97.19 345.7  46349.
 2:24:15 0.31  41.87 198.41  0.09 1667 126.18   343.8  61373.  0.00  3.92  74.37 -21.96  -4.22 2.47 8.58 8.15  9.98 339.0 139216.103.90 342.2  57732.
 2:24:56 0.31  41.87 198.40  0.09 1667 119.77   350.1  50374.  3.77  2.12  67.13 -40.54  -3.03 1.92 3.54 3.58 -1.00  -1.0     -1.101.41 344.8  47905.
 2:25:36 0.31  41.87 198.40  0.09 1667 111.75   356.6  61487.  4.72  5.03  62.46 -46.70 -12.14 3.91 5.18 2.79  7.69 362.4 236514. 89.12 351.5  53759.
 2:26:17 0.31  41.88 198.40  0.09 1667 116.39   363.2  61399.  5.76  5.84  60.30 -48.42 -16.44 2.49 3.81 1.84  7.89 364.3 155822. 98.83 357.3  57767.
 2:26:57 0.31  41.88 198.39  0.09 1667 117.45   369.7  54464.  6.85  5.71  58.16 -50.96 -17.54 2.76 2.79 2.52  8.85 365.7 288892.103.05 363.4  64332.
 2:27:38 0.31  41.88 198.39  0.10 1667 108.85   367.6  56042.  6.66  5.38  59.34 -49.63 -17.40 1.94 2.52 2.13  8.05 364.6 192140. 88.17 361.1  50985.
 2:28:18 0.31  41.89 198.39  0.10 1667 118.24   365.4  53310.  5.60  6.42  61.30 -43.89 -21.83 1.89 4.67 4.13  9.36 353.8 202262. 97.81 358.0  50150.
 2:28:59 0.31  41.89 198.38  0.10 1667 111.80   364.4  58774.  5.68  7.41  58.94 -47.86 -21.41 2.22 5.20 4.42  7.21 369.7 116126. 89.01 358.6  58794.
 2:29:39 0.31  41.89 198.38  0.10 1667 105.26   372.9  48746.  7.44  5.50  56.79 -52.19 -19.24 1.14 1.76 1.38  9.00 365.9 272767. 87.58 363.6  45219.
 2:30:20 0.31  41.89 198.38  0.10 1667 107.31   373.6  51728.  6.72  6.79  52.49 -53.46 -23.78 6.79 5.41 3.47  7.82 367.2 181485. 88.48 365.0  50556.
 2:31:00 0.31  41.90 198.37  0.10 1667 117.13   390.4  56588.  7.49  8.65  51.58 -53.23 -26.32 5.89 5.21 3.13  6.17 382.3 163501. 94.04 381.2  56146.
 2:31:41 0.31  41.90 198.37  0.10 1667 111.61   379.7  53369.  6.51  8.26  53.39 -50.78 -26.15 2.21 2.01 2.75  7.02 368.9 246454. 91.52 371.6  50081.
 2:32:21 0.31  41.90 198.37  0.10 1667 114.13   380.9  60668.  6.39  8.10  48.93 -50.76 -32.67 3.46 2.87 2.89  7.01 394.2 246545. 92.19 373.1  55305.
 2:33:02 0.31  41.91 198.36  0.10 1667 114.53   374.7  54165.  6.43  7.26  55.68 -48.43 -26.34 1.22 1.84 1.40  7.91 367.9 201080. 93.88 366.6  53077.
 2:33:42 0.31  41.91 198.36  0.10 1667 115.58   373.1  47070.  5.92  7.75  51.88 -50.74 -29.39 1.74 1.77 1.80  6.78 383.6 145622. 98.89 367.8  61292.
 2:34:23 0.31  41.91 198.36  0.10 1667 105.73   375.7  46232.  6.82  7.21  54.39 -49.89 -24.84 3.95 3.57 4.64  5.73 373.8 159304. 87.66 366.6  46365.
 2:35:03 0.31  41.91 198.36  0.10 1667 116.72   372.2  49971.  6.34  7.63  56.71 -47.70 -24.46 2.38 2.52 1.79  8.70 367.0 303718. 98.03 366.2  60100.
 2:35:44 0.31  41.91 198.35  0.10 1667 122.17   364.9  56559.  5.38  7.70  56.72 -46.54 -27.37 2.28 1.96 2.01  7.90 368.4 208135. 97.06 360.5  50361.
 2:36:24 0.31  41.92 198.34  0.10 1667 116.15   370.5  49448.  5.73  8.79  56.81 -45.46 -29.43 0.98 1.19 1.01  8.22 368.2 273949. 97.25 365.3  59327.
 2:37:05 0.31  41.92 198.34  0.10 1667 121.92   374.1  53983.  6.10  8.85  55.55 -47.76 -28.77 1.55 2.32 1.45  6.56 373.1 193517. 96.98 366.3  53840.
 2:37:45 0.31  41.92 198.34  0.10 1667 122.26   380.8  60191.  7.27  8.92  52.54 -51.62 -28.44 1.72 1.97 2.10  6.81 376.8 318089. 94.17 375.2  54545.
 2:38:26 0.31  41.93 198.34  0.10 1667 118.85   381.7  53203.  6.72  9.38  53.29 -46.89 -34.19 3.18 2.93 4.95  8.02 380.9 284552. 93.71 373.3  53522.
 2:39:06 0.31  41.93 198.33  0.10 1667 120.80   381.3  59291.  7.64  8.18  49.97 -54.08 -28.21 1.02 3.74 3.30  7.72 376.8 317530. 95.96 375.0  54473.
 2:39:47 0.31  41.93 198.32  0.10 1667 129.83   383.6  57101.  7.39  8.93  47.73 -52.37 -34.87 2.56 2.11 2.34  7.83 385.8 301951.103.54 375.1  55636.
 2:40:27 0.31  41.93 198.32  0.10 1667 116.91   397.6  50946.  7.72 10.39  41.55 -57.24 -36.04 1.26 2.44 2.37  6.61 395.8 301509. 92.79 388.8  50179.
 2:41:08 0.31  41.94 198.32  0.10 1667 118.26   399.0  58281.  8.65  9.46  37.92 -61.17 -34.84 1.46 1.29 0.85  7.30 394.1 370909. 95.27 391.2  53041.
 2:41:48 0.31  41.94 198.32  0.10 1667 116.60   401.0  54350.  9.05  9.01  42.00 -62.11 -27.10 4.92 3.26 6.69  5.00 390.7 223455. 96.13 389.8  52027.
 2:42:29 0.31  41.94 198.31  0.10 1667 108.23   383.2  54253.  8.79  6.77  42.65 -63.76 -19.99 6.74 5.48 5.62  6.04 383.2 298286. 90.98 372.5  52320.
 2:43:09 0.31  41.95 198.31  0.10 1667 108.44   404.5  51998. 10.39  4.98  30.84 -69.21 -21.97 6.17 3.60 5.13  8.45 407.1 392557. 86.90 392.2  49159.
 2:43:50 0.31  41.95 198.31  0.10 1667 114.50   393.8  51264.  9.68  6.62  41.06 -63.78 -25.25 2.79 2.15 1.55  7.79 389.4 320311. 96.24 384.0  62578.
 2:44:30 0.31  41.95 198.30  0.10 1667 117.30   390.4  52804.  8.51  8.06  43.29 -60.83 -28.54 2.24 2.40 2.19  6.24 391.4 190723. 94.90 380.3  53005.
 2:45:11 0.31  41.95 198.30  0.11 1667 126.43   394.3  62133.  8.48  8.91  42.67 -59.63 -31.23 1.50 1.47 1.30  8.36 391.5 316218.101.09 386.2  62776.
 2:45:51 0.31  41.95 198.29  0.11 1667 116.31   405.2  52856.  9.78  6.73  38.47 -61.63 -30.47 5.49 4.66 4.19  8.38 400.7 338100. 98.14 392.7  49542.
 2:46:32 0.31  41.96 198.29  0.11 1667 116.51   394.2  64784.  8.99  8.29  39.43 -60.40 -33.09 5.35 4.08 3.27  7.50 391.7 339386. 98.10 384.1  63030.
 2:47:12 0.31  41.96 198.29  0.11 1667 120.60   386.6  63377.  8.28  8.65  42.37 -58.79 -32.59 4.78 3.43 3.70  5.51 386.5 218010. 94.81 377.7  56653.
 2:47:53 0.31  41.96 198.28  0.11 1667  99.12   388.0  52352.  8.51  8.92  48.59 -56.21 -28.03 3.92 3.44 3.99  6.72 388.9 388412. 79.60 379.7  65421.
 2:48:33 0.31  41.97 198.28  0.11 1667  99.80   371.1  56072.  8.57  5.33  54.12 -56.11 -16.45 3.17 4.18 2.53  7.43 375.8 315295. 81.95 362.1  67639.
 2:49:14 0.31  41.97 198.28  0.11 1667 104.97   378.3  58076.  8.30  7.00  53.59 -55.68 -19.71 2.00 2.39 1.56  6.07 374.8 214827. 87.56 367.7  57111.
 2:49:54 0.31  41.97 198.27  0.11 1667 108.68   377.0  72506.  9.34  5.01  51.99 -57.11 -16.60 3.67 4.25 3.15  7.46 376.6 348975. 85.92 366.9  74032.
 2:50:35 0.31  41.97 198.27  0.11 1667 117.26   380.0  60171.  8.56  6.63  48.92 -60.41 -14.06 2.42 3.53 3.83  7.79 369.9 214775. 96.99 369.7  57784.
 2:51:15 0.31  41.98 198.27  0.11 1667 124.81   408.1  58839. 10.59  7.67  37.26 -66.11 -22.54 4.29 3.46 3.66  6.80 399.8 354446.105.94 398.9  70371.
 2:51:56 0.31  41.98 198.26  0.11 1667 115.92   415.1  61250. 10.04  8.66  34.36 -64.79 -29.18 4.78 7.31 4.96  8.44 414.1 300041. 95.97 403.2  56325.
 2:52:36 0.31  41.98 198.26  0.11 1667  83.26   419.4  31455.  8.48 11.87  35.40 -61.02 -34.4510.19 5.45 9.82  6.51 391.7 238229. 62.72 408.2  29041.
 2:53:17 0.31  41.99 198.26  0.11 1667 101.47   413.0  57650.  9.22 10.36  38.68 -59.94 -34.92 7.10 6.56 7.35  4.97 434.9 192270. 80.43 402.2  58488.
 2:53:57 0.31  41.99 198.25  0.11 1667  92.87   380.8  65499.  8.63  6.18  46.17 -59.93 -24.45 7.83 4.54 8.74  6.53 368.7 348391. 79.40 370.2  62588.
 2:54:38 0.31  41.99 198.25  0.11 1667  96.49   391.3  48857.  8.53  8.71  47.51 -58.89 -26.05 5.49 4.94 4.53  7.81 387.9 377978. 81.77 379.8  43750.
 2:55:18 0.31  41.99 198.25  0.11 1667 103.05   384.0  56812.  8.99  7.73  49.49 -59.49 -24.25 2.08 2.00 1.41  6.67 385.7 206316. 79.69 375.8  53697.
 2:55:59 0.31  41.99 198.24  0.11 1667  97.21   391.1  52190.  8.85  9.31  47.05 -60.41 -27.01 1.91 2.12 1.96  6.66 390.0 289685. 80.88 382.7  63137.
 2:56:39 0.31  42.00 198.24  0.11 1667  96.51   387.7  62377.  8.83  8.32  47.92 -60.64 -25.14 0.61 0.72 0.67  6.83 387.5 212202. 77.05 378.4  56150.
 2:57:20 0.31  42.00 198.24  0.11 1667  94.73   385.3  52696.  8.77  8.23  49.58 -60.07 -23.42 1.23 0.65 1.17  7.45 386.1 287489. 77.46 374.6  50692.
 2:58:00 0.31  42.01 198.24  0.11 1667  98.57   381.4  60340.  8.50  8.30  51.72 -58.65 -22.28 0.95 0.82 0.72  7.66 378.9 313502. 77.37 372.8  61925.
 2:58:41 0.31  42.01 198.23  0.11 1667  96.63   380.6  54486.  8.47  7.94  51.86 -58.61 -21.74 1.12 0.88 0.81  6.62 384.2 289646. 77.47 370.2  53755.
 2:59:21 0.31  42.01 198.22  0.11 1667  97.26   386.3  59483.  9.02  8.53  50.01 -59.68 -21.89 1.31 1.66 1.24  6.60 386.8 223364. 75.31 376.3  53502.
 3:00:02 0.31  42.01 198.22  0.11 1667  95.99   381.5  55464.  8.83  7.49  51.37 -58.25 -21.91 1.63 1.27 1.28  7.11 384.8 296779. 76.93 370.9  54395.
 3:00:42 0.31  42.01 198.22  0.11 1667  98.97   382.5  63991.  8.96  7.70  50.11 -59.39 -21.23 0.84 0.82 0.77  8.05 378.9 326223. 80.12 373.4  62731.
 3:01:23 0.31  42.02 198.22  0.11 1667  96.84   381.8  55295.  8.96  7.47  49.86 -59.31 -21.35 0.72 0.57 0.74  7.27 385.6 302392. 77.10 371.2  53720.
 3:02:03 0.31  42.02 198.21  0.12 1667  97.02   379.9  61328.  8.95  7.09  49.45 -59.73 -20.58 0.68 0.48 0.58  7.89 377.1 309721. 78.28 369.6  61402.
 3:02:44 0.31  42.02 198.21  0.12 1667  92.14   381.8  52797.  9.12  7.11  48.76 -60.21 -20.47 0.75 1.00 0.74  6.94 376.0 215230. 74.49 370.6  50965.
 3:03:24 0.31  42.03 198.20  0.12 1667  95.15   381.5  61623.  9.32  6.30  48.17 -60.59 -19.85 0.78 2.26 2.11  7.95 377.8 326964. 77.34 370.4  60506.
 3:04:05 0.31  42.03 198.20  0.12 1667  95.48   383.5  52632.  9.27  7.31  47.91 -60.35 -21.32 0.57 0.70 0.78  7.19 384.9 287008. 76.56 372.3  51985.
 3:04:45 0.31  42.03 198.20  0.12 1667  99.75   384.1  48646.  9.55  7.45  47.46 -60.50 -22.51 1.20 1.57 1.57  5.33 381.6 154042. 79.39 375.2  47327.
 3:05:26 0.31  42.03 198.19  0.12 1667  88.97   385.4  48058.  9.26  7.86  46.96 -61.88 -19.10 2.05 1.47 2.43  6.38 383.3 267842. 72.46 374.4  46749.
 3:06:06 0.31  42.04 198.19  0.12 1667  91.78   382.8  55224.  9.54  6.63  47.66 -61.38 -18.52 0.89 1.90 1.89  7.87 380.4 322494. 71.02 374.3  50887.
 3:06:47 0.31  42.04 198.19  0.12 1667  93.02   384.0  52199.  9.14  7.58  47.00 -61.17 -20.40 1.00 0.80 0.73  7.33 387.0 291803. 75.10 373.1  50734.
 3:07:27 0.31  42.04 198.18  0.12 1667  96.28   382.2  61146.  9.32  6.96  46.74 -61.56 -19.62 1.02 0.91 0.86  7.12 379.7 303211. 78.16 373.2  60665.
 3:08:08 0.31  42.05 198.18  0.12 1667  92.56   387.8  49903.  9.46  7.88  45.10 -61.99 -21.56 0.57 0.57 0.75  7.23 387.5 271701. 74.10 376.8  47847.
 3:08:48 0.31  42.05 198.17  0.12 1667  91.63   390.7  52125.  9.54  7.86  44.24 -61.95 -22.69 0.58 0.50 0.74  6.10 388.3 205303. 75.56 379.6  52118.
 3:09:29 0.31  42.05 198.17  0.12 1667  95.31   390.6  48522.  9.60  8.44  41.83 -62.53 -24.47 2.34 1.25 1.41  7.34 390.1 282174. 73.55 379.3  47333.
 3:10:09 0.31  42.05 198.17  0.12 1667  95.56   395.1  51907.  9.75  8.45  38.42 -63.95 -24.88 4.71 2.63 2.15  5.78 392.3 210071. 77.20 383.9  51998.
 3:10:50 0.31  42.05 198.17  0.12 1667  95.72   384.3  49965.  9.52  7.22  44.24 -62.00 -19.87 1.21 0.90 0.62  6.70 390.1 282590. 80.00 372.9  48932.
 3:11:30 0.31  42.06 198.16  0.12 1667  91.75   391.0  49682.  9.74  7.95  42.38 -62.72 -20.76 0.98 0.85 0.76  6.06 388.0 211475. 76.97 379.7  49068.
 3:12:11 0.31  42.06 198.16  0.12 1667  91.44   390.1  52898.  9.80  8.03  40.86 -63.14 -21.79 0.83 0.52 0.63  6.70 389.1 297650. 74.80 380.0  63507.
 3:12:51 0.31  42.06 198.15  0.12 1667  93.46   391.5  48422.  9.79  8.03  40.24 -63.33 -22.03 0.65 0.49 0.57  5.77 390.0 214775. 77.29 379.9  49282.
 3:13:32 0.31  42.07 198.15  0.12 1667  92.23   389.6  49331.  9.40  8.46  39.63 -63.10 -23.45 0.83 0.43 0.67  7.12 390.8 297858. 74.52 378.4  46901.
 3:14:12 0.31  42.07 198.15  0.12 1667  94.35   393.1  53086.  9.52  8.70  40.16 -62.32 -24.30 0.89 0.54 0.70  6.28 390.3 223533. 75.99 382.2  53232.
 3:14:53 0.31  42.07 198.14  0.12 1667  93.92   388.9  50822.  9.39  8.70  41.15 -61.58 -24.17 0.58 0.32 0.51  6.74 389.2 279991. 75.48 377.4  49009.
 3:15:33 0.31  42.07 198.14  0.12 1667  91.31   390.3  62893.  9.40  8.52  41.05 -61.68 -23.15 0.95 0.83 1.10  6.37 389.6 240737. 73.88 380.3  56812.
 3:16:14 0.31  42.08 198.14  0.12 1667  92.07   385.6  53216.  9.11  8.50  44.19 -60.02 -21.96 1.52 1.34 1.69  6.11 388.1 293998. 73.45 375.2  51881.
 3:16:54 0.31  42.08 198.13  0.12 1667  94.99   383.2  70027.  9.03  7.82  43.63 -60.43 -20.73 2.28 1.67 1.35  6.54 388.7 246870. 75.53 374.0  69397.
 3:17:35 0.31  42.08 198.13  0.12 1667  94.48   387.8  56725.  9.57  7.86  42.33 -61.15 -20.87 2.11 1.41 1.23  6.77 387.0 315737. 72.87 376.2  55354.
 3:18:15 0.31  42.09 198.13  0.12 1667  86.91   390.7  54756.  9.51  7.54  40.67 -62.27 -20.31 3.10 2.66 2.43  6.42 389.6 230770. 70.68 378.8  54792.
