1981/095   rh    esh  clong  clat crot    np1     vp1     Tp1   vaz   vel     Bx     By     Bz  sBx  sBy  sBz   nal   val     Tal   np2   vp2     Tp2
hh:mm:ss [AU]  [deg]  [deg] [deg]    # [cm-3]  [km/s]     [K] [deg] [deg]   [nT]   [nT]   [nT] [nT] [nT] [nT][cm-3][km/s]     [K][cm-3][km/s]     [K]
 6:07:45 0.93 261.49 254.30 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 58.21 378.5  42548.
 6:10:27 0.93 261.49 254.28 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 48.51 369.9  39998.
 6:13:09 0.93 261.49 254.26 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 52.72 378.1  38108.
 6:15:51 0.93 261.49 254.23 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.94 379.3  39803.
 6:18:33 0.93 261.49 254.20 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 55.65 381.1  36724.
 6:21:15 0.93 261.49 254.18 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 43.19 383.8  40586.
 6:23:57 0.93 261.48 254.15 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 45.81 384.7  36266.
 6:26:39 0.93 261.48 254.13 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 45.42 382.3  37477.
 6:29:21 0.93 261.48 254.10 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.04 380.9  41142.
 6:32:03 0.93 261.48 254.08 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.69 368.8  40586.
 6:34:45 0.93 261.48 254.05 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.06 369.2  47229.
 6:37:27 0.93 261.48 254.03 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 25.69 366.7  49584.
 6:40:09 0.93 261.48 254.00 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.21 370.6  51400.
 6:42:51 0.93 261.48 253.98 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.16 367.4  45144.
 6:45:33 0.93 261.48 253.95 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.57 368.4  48701.
 6:48:15 0.93 261.48 253.93 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.96 366.7  48100.
 6:50:57 0.93 261.48 253.90 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.51 378.1  49182.
 6:53:39 0.93 261.48 253.88 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.63 369.5  61318.
 6:56:21 0.93 261.48 253.85 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.80 371.2  58654.
 6:59:03 0.93 261.48 253.83 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.22 363.7  46856.
 7:01:45 0.93 261.48 253.80 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.40 389.2  51936.
 7:04:27 0.93 261.48 253.78 -2.58 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 15.81 391.3  49887.
 7:07:09 0.93 261.48 253.75 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 13.45 382.9  47086.
 7:09:51 0.93 261.48 253.73 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 12.93 387.7  52628.
 7:12:33 0.93 261.48 253.70 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.40 382.4  48720.
 7:15:15 0.93 261.48 253.68 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.99 375.9  54064.
 7:17:57 0.93 261.48 253.65 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.61 377.1  49000.
 7:20:39 0.93 261.48 253.63 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.06 381.3  49705.
 7:23:21 0.93 261.48 253.60 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.81 383.7  75985.
 7:26:03 0.93 261.48 253.58 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 17.04 381.8  51787.
 7:28:45 0.93 261.48 253.55 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.72 376.4  56270.
 7:31:27 0.93 261.48 253.53 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 18.21 374.9  59444.
 7:34:09 0.93 261.47 253.50 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.95 371.5  47112.
 7:36:51 0.93 261.47 253.47 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.49 370.5  42272.
 7:39:33 0.93 261.47 253.45 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.77 374.9  49890.
 7:42:15 0.93 261.47 253.43 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.19 374.5  51592.
 7:44:57 0.93 261.47 253.40 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.31 374.0  46573.
 7:47:39 0.93 261.47 253.38 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.46 373.3  52943.
 7:50:21 0.93 261.47 253.35 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.06 373.6  49601.
 7:53:03 0.93 261.47 253.32 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.01 369.0  38130.
 7:55:45 0.93 261.47 253.30 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.66 371.3  42110.
 7:58:27 0.93 261.47 253.28 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.80 373.3  51985.
 8:01:09 0.93 261.47 253.25 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 19.48 374.8  48259.
 8:03:51 0.93 261.47 253.22 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.57 375.4  53164.
 8:06:33 0.93 261.47 253.20 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.03 374.5  52791.
 8:09:15 0.93 261.47 253.17 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.82 382.0  22310.
 8:11:57 0.93 261.47 253.15 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.76 387.5  28203.
 8:14:39 0.93 261.47 253.13 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.42 393.5  29671.
 8:17:21 0.93 261.47 253.10 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 21.83 393.5  31185.
 8:20:03 0.93 261.47 253.07 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.83 393.2  37812.
 8:22:45 0.93 261.47 253.05 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.97 394.6  31608.
 8:25:27 0.93 261.47 253.02 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.94 394.1  34531.
 8:28:09 0.93 261.47 253.00 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.88 392.8  32926.
 8:30:51 0.93 261.47 252.97 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.75 392.5  37809.
 8:33:33 0.93 261.47 252.95 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.36 390.8  34427.
 8:36:15 0.93 261.47 252.92 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.61 391.6  40768.
 8:38:57 0.93 261.47 252.90 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.57 391.4  34518.
 8:41:39 0.93 261.47 252.87 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.52 393.3  42266.
 8:44:21 0.93 261.47 252.85 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.84 397.3  43617.
 8:47:03 0.93 261.46 252.82 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.63 395.8  43513.
 8:49:45 0.93 261.46 252.80 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.97 394.4  44582.
 8:52:27 0.93 261.46 252.77 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.19 394.1  45703.
 8:55:09 0.93 261.46 252.74 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.97 396.1  52856.
 8:57:51 0.93 261.46 252.72 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.54 392.8  48798.
 9:00:33 0.93 261.46 252.70 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.41 394.8  50033.
 9:03:15 0.93 261.46 252.67 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.55 391.5  50403.
 9:05:57 0.93 261.46 252.65 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.55 391.9  62942.
 9:08:39 0.93 261.46 252.62 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.50 392.1  54470.
 9:11:21 0.93 261.46 252.59 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 42.72 389.0  66814.
 9:14:03 0.93 261.46 252.57 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.72 390.4  58511.
 9:16:45 0.93 261.46 252.55 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 39.82 393.8  68633.
 9:19:27 0.93 261.46 252.52 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.94 393.6  66106.
 9:22:09 0.93 261.46 252.49 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 44.59 395.1  74078.
 9:24:51 0.93 261.46 252.47 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 41.39 395.0  65850.
 9:27:33 0.93 261.46 252.44 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 43.29 396.9  71970.
 9:30:15 0.93 261.46 252.42 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 42.01 396.0  60658.
 9:32:57 0.93 261.46 252.40 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 43.55 396.4  72538.
 9:35:39 0.93 261.46 252.37 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 44.87 398.5  77814.
 9:38:21 0.93 261.46 252.34 -2.59 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.07 398.1  75744.
 9:41:03 0.93 261.46 252.32 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.02 400.9  75429.
 9:43:45 0.93 261.46 252.29 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.91 401.4  64206.
 9:46:27 0.93 261.46 252.27 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 50.08 400.2  75026.
 9:49:09 0.93 261.46 252.24 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 49.35 401.7  62595.
 9:51:51 0.93 261.46 252.22 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 60.11 408.6  72606.
 9:54:33 0.93 261.46 252.19 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 57.29 403.6  69400.
 9:57:15 0.93 261.45 252.17 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 55.63 402.7  77131.
 9:59:57 0.93 261.45 252.14 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 59.19 402.1  64791.
10:02:39 0.93 261.45 252.12 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 62.05 399.1  66720.
10:05:21 0.93 261.45 252.09 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 64.81 400.1  57127.
10:08:03 0.93 261.45 252.07 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 59.29 398.6  54948.
10:10:45 0.93 261.45 252.04 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 35.54 396.6  58826.
10:13:27 0.93 261.45 252.02 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 49.13 396.0  52859.
10:16:09 0.93 261.45 251.99 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.69 398.7  55016.
10:18:51 0.93 261.45 251.97 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.31 389.1  66411.
10:21:33 0.93 261.45 251.94 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 36.74 394.4  86968.
10:24:15 0.93 261.45 251.92 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 40.47 378.4  73727.
10:26:57 0.93 261.45 251.89 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 38.50 384.3  81267.
10:29:39 0.93 261.45 251.87 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.61 386.4  64703.
10:32:21 0.93 261.45 251.84 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.56 385.9  85395.
10:35:03 0.93 261.45 251.82 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 37.92 400.6  84811.
10:37:45 0.93 261.45 251.79 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.48 402.0  66197.
10:40:27 0.93 261.45 251.77 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.73 390.8  67347.
10:43:09 0.93 261.45 251.74 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 20.70 395.6  70544.
10:45:51 0.93 261.45 251.72 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.99 414.5  63374.
10:48:33 0.93 261.45 251.69 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.21 394.1  66207.
10:51:15 0.93 261.45 251.67 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 34.72 436.0 115600.
10:53:57 0.93 261.45 251.64 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 33.76 434.6 136276.
10:56:39 0.93 261.45 251.61 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.50 407.7  95930.
10:59:21 0.93 261.45 251.59 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 31.41 403.8 121427.
11:02:03 0.93 261.45 251.57 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.34 421.8  53379.
11:04:45 0.93 261.45 251.54 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.59 415.7  49952.
11:07:27 0.93 261.45 251.52 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.21 420.9  56556.
11:10:09 0.93 261.44 251.49 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.53 420.6  68916.
11:12:51 0.93 261.44 251.46 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.17 417.6  56965.
11:15:33 0.93 261.44 251.44 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 23.74 415.2  60522.
11:18:15 0.93 261.44 251.42 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.71 416.5  58511.
11:20:57 0.93 261.44 251.39 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.12 414.4  59606.
11:23:39 0.93 261.44 251.36 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.28 424.1  70881.
11:26:21 0.93 261.44 251.34 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.99 414.3  62341.
11:29:03 0.93 261.44 251.31 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.63 415.5  57884.
11:31:45 0.93 261.44 251.29 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.86 412.0  57205.
11:34:27 0.93 261.44 251.27 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.97 410.3  73467.
11:37:09 0.93 261.44 251.24 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.80 410.2  66532.
11:39:51 0.93 261.44 251.21 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 32.58 410.3  76020.
11:42:33 0.93 261.44 251.19 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 30.94 408.9  66736.
11:45:15 0.93 261.44 251.16 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.92 412.2  80344.
11:47:57 0.93 261.44 251.14 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.50 408.1  67123.
11:50:39 0.93 261.44 251.11 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 29.50 405.4  83232.
11:53:21 0.93 261.44 251.09 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 28.37 401.4  79470.
11:56:03 0.93 261.44 251.06 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.87 405.2  79298.
11:58:45 0.93 261.44 251.04 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.81 404.8  66603.
12:01:27 0.93 261.44 251.01 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.19 406.6  93543.
12:04:09 0.93 261.44 250.99 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.83 401.4  96469.
12:06:51 0.93 261.44 250.96 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 26.04 400.1  91464.
12:09:33 0.93 261.44 250.94 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 27.00 400.2  90086.
12:12:15 0.93 261.44 250.91 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 24.69 392.6  66704.
12:14:57 0.93 261.44 250.89 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.76 407.5  67558.
12:17:39 0.93 261.44 250.86 -2.60 1707  -1.00    -1.0     -1. -1.00 -1.00   0.00   0.00   0.00 0.00 0.00 0.00 -1.00  -1.0     -1. 22.79 407.0  80481.
